"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC0200009964.hg.1",1.02349097861402,6.42357166322319,4.01769758553863,0.000691947202742174,0.0275926125880826,-0.33752904351276
"TC1200008466.hg.1",0.984030694219443,8.58086945135771,4.01716634634971,0.000692801528185623,0.0275926125880826,-0.338671881514207
"TC1000010497.hg.1",1.09429025715084,8.24204073706146,4.00404786204814,0.000714235918838234,0.0279757429299164,-0.366891580410275
"TC0200008291.hg.1",0.988398765366269,5.03323902114325,3.99930796007263,0.00072214232176984,0.0279757429299164,-0.377086939998048
"TC1600007959.hg.1",-1.14522551192228,5.76537666778395,-3.99518233220641,0.000729095198519531,0.0279757429299164,-0.38596063683505
"TC1100008257.hg.1",-0.796516022532948,4.45347443588751,-3.99323481815837,0.000732400510425326,0.0279757429299164,-0.390149363428669
"TC0X00011309.hg.1",0.977037901969732,6.78070913538224,3.98960165582312,0.000738606741792165,0.0279757429299164,-0.39796337190274
"TC0600009143.hg.1",0.915226870611689,5.01599798359922,3.98951617933193,0.000738753384729393,0.0279757429299164,-0.398147206575865
"TC0900010959.hg.1",1.68007255638072,4.53260502285863,3.98241922659073,0.000751030823456814,0.0280261175125408,-0.413410074642858
"TC1900011776.hg.1",-0.864956678204869,4.50457089219836,-3.97850767907574,0.00075788449849871,0.0280261175125408,-0.421821835300768
"TC0X00011174.hg.1",-0.798730867592533,7.24263415298064,-3.97121816928422,0.000770823934828887,0.0280261175125408,-0.437496892833194
"TC2100008536.hg.1",0.917458892546512,3.56753758089025,3.9688748735339,0.000775030115485724,0.0280261175125408,-0.442535535993515
"TC1800007198.hg.1",1.55477993253677,5.94470725651605,3.96849987968443,0.000775705346672336,0.0280261175125408,-0.443341848941782
"TC0100018539.hg.1",0.808747834495925,4.35097860585,3.96393708150657,0.000783968513517819,0.0280261175125408,-0.453152499951133
"TC0X00007149.hg.1",-0.967053522666395,9.1514427067794,-3.96388974807599,0.000784054692453178,0.0280261175125408,-0.453254270557562
"TC0200015425.hg.1",0.968513323661315,6.54858545581771,3.9598066828,0.000791524327902736,0.0280261175125408,-0.462032958125493
"TC1200008726.hg.1",1.10040778426074,7.42761957504194,3.95809328775987,0.000794679955442175,0.0280261175125408,-0.465716664464665
"TC0X00010966.hg.1",1.02446146504371,5.15603436566919,3.9309332851681,0.0008464111267672,0.0295630444212507,-0.524097944570761
"TC1400010704.hg.1",-0.755907457723017,5.90696165012418,-3.92724598516146,0.000853688447020601,0.0295630444212507,-0.532022181050563
"TC0600011225.hg.1",-0.771706419485342,9.45430719891418,-3.92534918671887,0.000857456266763547,0.0295630444212507,-0.536098348083918
"TC1700007429.hg.1",-0.74889520984185,6.45728191619617,-3.91745524294867,0.000873315761752733,0.0298093587194917,-0.553060941157262
"TC0800007738.hg.1",0.971840461175304,9.40162970437583,3.91539396968283,0.000877504932002353,0.0298093587194917,-0.557489883404473
"TC0600012731.hg.1",0.92464598450185,4.58793185785408,3.9110239535243,0.000886452568101286,0.0298935099607879,-0.566879009399309
"TC0800008279.hg.1",0.758709695803938,5.62444619306869,3.90552111213697,0.000897849115908509,0.0299897429253245,-0.578701097742295
"TC1500006946.hg.1",0.790474651060896,5.21031918745751,3.90339621990214,0.000902288802298723,0.0299897429253245,-0.583265843879148
"TC1400009973.hg.1",1.09724675016977,5.11599486575991,3.89981694575017,0.000909816741704069,0.0300239524762343,-0.590954559104457
"TC0400008557.hg.1",1.01507408034012,4.10400463112988,3.89314933474342,0.000924007328284439,0.0301846024906267,-0.605276134732832
"TC1400007562.hg.1",0.808993602221895,9.48028822388826,3.89140693588971,0.000927751851443503,0.0301846024906267,-0.609018413653449
"TC0600014236.hg.1",-0.959592083790126,6.58730328573948,-3.88441891786966,0.000942922018986337,0.0303958671753581,-0.624025924074791
"TC0700013327.hg.1",-0.791462857544835,6.43161113341323,-3.88237590587919,0.000947403652218954,0.0303958671753581,-0.628413148977676
"TC2000008587.hg.1",0.792987539333419,6.92793572865615,3.87695212655867,0.000959404650532909,0.0305686171411175,-0.640059527671614
"TC0900009944.hg.1",0.798242855411103,6.61700698309477,3.87111602686159,0.000972487094924424,0.0307732217708962,-0.652589940602406
"TC0100015750.hg.1",0.861971116107435,4.61888199856848,3.86606083715741,0.000983962478526748,0.0309245350394121,-0.663442556417737
"TC1100008041.hg.1",-1.05808479716282,8.34739571038889,-3.85879216063768,0.00100069916728961,0.0312380415734999,-0.679045240637745
"TC1900011648.hg.1",-0.797090125503273,6.25325042423336,-3.84986857213311,0.00102163433786029,0.0314843507203567,-0.698197143000418
"TC0400007280.hg.1",0.93603712766149,4.544057099142,3.84936359056349,0.00102283199408252,0.0314843507203567,-0.699280833635668
"TC0100017118.hg.1",0.982320799011378,6.25376304389332,3.84675795498316,0.00102903397376058,0.0314843507203567,-0.704872344873444
"TC0700008574.hg.1",-0.816034159785878,3.68671208053418,-3.83736147925513,0.00105171200622541,0.0317371322562814,-0.725033927079854
"TC1800006889.hg.1",1.25027887154511,7.84495893189179,3.83520517334419,0.00105698591125143,0.0317371322562814,-0.729660029274139
"TC1100008985.hg.1",0.795803897447987,8.50257326226856,3.83117973764154,0.00106690183733855,0.0317371322562814,-0.738295537073136
"TC2100006854.hg.1",1.1513030142565,5.56868160357354,3.82782149394398,0.00107524501021551,0.0317371322562814,-0.745499162398495
"TC1400007354.hg.1",0.867808445657791,8.42378040467079,3.82670845640415,0.00107802451667527,0.0317371322562814,-0.747886570430309
"TC0700011575.hg.1",0.730990958822082,6.33732562593626,3.82631828528862,0.00107900055269397,0.0317371322562814,-0.748723452940109
"TC1900010633.hg.1",-0.69769049947055,6.93477530280966,-3.82377573695582,0.00108538244512824,0.0317371322562814,-0.754176810397745
"TC1700008128.hg.1",0.941996774744023,5.84313158238285,3.82090824747854,0.00109262500032381,0.031747971707522,-0.760326729647586
"TC1200011385.hg.1",1.20131893097103,5.70560445833865,3.81421084408911,0.0011097286844066,0.0318952259830488,-0.774689073731287
"TC0300013795.hg.1",0.795340896821416,5.58530662953403,3.81352299577528,0.00111150029940928,0.0318952259830488,-0.776164010798112
"TC0100008536.hg.1",0.933760777747729,4.26063860070115,3.80558054972252,0.00113216157879528,0.0322875709508283,-0.793193037887173
"TC1000007199.hg.1",0.774879048791868,6.49741340829803,3.80059392212809,0.00114532828656515,0.0324626790425215,-0.803882938480202
"TC1200011936.hg.1",0.782044543724468,7.77987823108287,3.79734020395491,0.00115400134390923,0.0325090622491504,-0.81085726061865
"TC2000009956.hg.1",0.784387865447828,6.30644424109805,3.79134892155115,0.00117014268929778,0.0327336878513059,-0.823698027845658
"TC0300008242.hg.1",1.04678990055131,5.13513772309922,3.78896017950885,0.00117664066537989,0.0327336878513059,-0.828817129181989
"TC0100013445.hg.1",-2.2480027508116,8.27067901486663,-3.78655094155644,0.00118323070804504,0.0327336878513059,-0.833979831888243
"TC0300013962.hg.1",0.926278564596329,5.68926498760921,3.78225549603402,0.00119507122932746,0.0328644588065052,-0.843183638144694
"TC0X00008718.hg.1",0.753918435553422,6.75892471386784,3.77757193862973,0.00120811575451032,0.0330265963659035,-0.853217852399804
"TC2200008411.hg.1",0.827916965859778,8.04369181420901,3.76923922297683,0.00123167438670637,0.0334725627446084,-0.871067010536888
"TC1100010003.hg.1",-0.825700043596389,5.29674065962092,-3.76585559445017,0.00124137046219044,0.0335387809083031,-0.878313772011412
"TC0800010417.hg.1",0.751000103093965,7.85914127347985,3.75781697370956,0.00126471077663404,0.0339707196979609,-0.895527436266716
"TC0700007267.hg.1",0.98125987894039,3.57587469856396,3.74989756886742,0.00128813084685251,0.0341059904994284,-0.912481950481522
"TC0600007290.hg.1",-1.08495026882295,6.63750281027234,-3.74986866089089,0.00128821712015207,0.0341059904994284,-0.912543831922761
"TC0300007068.hg.1",0.810957658663635,8.23543757596043,3.74676219543933,0.001297521589061,0.0341059904994284,-0.919193336471766
"TC0600014206.hg.1",-0.702747466950343,6.21900782769782,-3.74617898855485,0.00129927582854965,0.0341059904994284,-0.920441644661309
"TC0600010797.hg.1",1.13478076880136,4.29825612064475,3.73458624959737,0.00133463829626457,0.0348363216313124,-0.945250473904564
"TC0100009969.hg.1",-0.700718951659475,4.64564929242724,-3.72810262721901,0.00135483057809515,0.0351647037685369,-0.959121819875278
"TC1000008467.hg.1",0.856594386970146,6.30472335631685,3.72481230559393,0.0013651934137286,0.0352357182761236,-0.966160211512979
"TC0700010585.hg.1",0.76130970284077,7.47042151514702,3.7159738712603,0.00139342078781921,0.0353136107817374,-0.985063063716757
"TC1200008920.hg.1",-1.91989725414891,7.34395566146793,-3.71498718847136,0.00139660765519876,0.0353136107817374,-0.987172961636879
"TC0100015921.hg.1",-1.44095905419982,6.79892457772502,-3.71441725009557,0.00139845177978594,0.0353136107817374,-0.988391673110613
"TC0200015887.hg.1",0.765347620769675,6.72813269340803,3.71356224361966,0.00140122281544139,0.0353136107817374,-0.990219909763548
"TC0200010790.hg.1",-0.766033042549457,5.10083847239818,-3.71141716772247,0.0014081988906271,0.0353136107817374,-0.994806443219665
"TC0X00007744.hg.1",0.78438138799964,8.37679251973012,3.70961904197192,0.00141407315900896,0.0353136107817374,-0.998650892227106
"TC0500013358.hg.1",0.837599192254783,7.87296531273007,3.70299618287266,0.00143591954376884,0.0356663886678066,-1.01280881391381
"TC1000007132.hg.1",-0.70856497447489,4.3382163032973,-3.69739657915522,0.00145465135033447,0.0359384451259104,-1.02477685395918
"TC0500007772.hg.1",0.98465052837333,7.83266197654611,3.6934262762895,0.00146807934659692,0.0360328174549921,-1.03326121804689
"TC1700008135.hg.1",-0.73341808229966,6.24006881906904,-3.69166665103624,0.00147406980497695,0.0360328174549921,-1.03702109361553
"TC0800008062.hg.1",0.834331755663828,3.68153763166038,3.68908618982849,0.00148289854254454,0.0360578487713462,-1.04253447830255
"TC0900011918.hg.1",-0.747099195046831,8.9754613246909,-3.68007439135665,0.00151414427480289,0.036283463207345,-1.06178511525889
"TC0300013859.hg.1",0.869633492559203,4.84856212955142,3.67897981800763,0.00151798352665345,0.036283463207345,-1.06412288397381
"TC1400006739.hg.1",-0.805816225388106,5.20446771490141,-3.67668078542411,0.001526078882599,0.036283463207345,-1.0690328183446
"TC1400009128.hg.1",1.03343297965466,4.98448012536148,3.67480259355083,0.00153272409807749,0.036283463207345,-1.07304368509515
"TC0800007697.hg.1",0.65586080369398,4.20043333986935,3.67465931615297,0.00153323220160411,0.036283463207345,-1.07334964201711
"TC1700009900.hg.1",0.675479652112038,2.96955205319559,3.67143251284518,0.0015447196765912,0.036283463207345,-1.0802397945708
"TC0900008463.hg.1",1.17174481564345,6.03753012962246,3.66961705673151,0.0015512201562912,0.036283463207345,-1.0841159630852
"TC0300012943.hg.1",1.07516283017839,4.31330864243612,3.66856333401404,0.00155500556602907,0.036283463207345,-1.08636564272016
"TC0200008040.hg.1",-0.717963775785198,5.7134787509338,-3.66546677697122,0.00156618270235988,0.0363232092281256,-1.09297623883082
"TC0900009513.hg.1",0.737232232358904,4.9313060104128,3.66021947175037,0.00158530493388449,0.0363232092281256,-1.10417658447294
"TC1400007665.hg.1",1.14882780946028,3.78674483390951,3.66017741489632,0.00158545912744298,0.0363232092281256,-1.10426634584334
"TC0400012173.hg.1",1.31873148450183,3.96087667280948,3.65745765139586,0.00159546221908396,0.0363232092281256,-1.11007080214334
"TC0500012498.hg.1",-0.759246399873253,7.64034488597201,-3.65730654670529,0.00159601979941764,0.0363232092281256,-1.11039326903341
"TC1100007874.hg.1",-0.906129990080426,4.70088920869217,-3.64570558790866,0.00163940849073083,0.0371277805253746,-1.13514496159994
"TC0200009829.hg.1",1.17833216755721,8.58126344587745,3.64256131932713,0.00165136808611228,0.0372161978431158,-1.14185165646914
"TC0X00006715.hg.1",0.821528976627987,4.16646568207789,3.6378408431688,0.00166948524073569,0.0373653907539959,-1.15191885392544
"TC1000008005.hg.1",0.784154405744313,5.90969469149283,3.63663011376685,0.00167416361170501,0.0373653907539959,-1.15450063633091
"TC1000010022.hg.1",0.889596544335422,9.45363877382347,3.62840323211883,0.00170629832787982,0.0378052485949511,-1.17204053133863
"TC0200015764.hg.1",0.69731139309668,7.54355040674429,3.62726060146563,0.00171080950107097,0.0378052485949511,-1.17447619167582
"TC0100007574.hg.1",1.09297529502294,9.29583625253456,3.62176324124375,0.00173267883291507,0.0378052485949511,-1.18619293919951
"TC0100008271.hg.1",0.904569790369425,7.51019601220325,3.62130159765463,0.00173452785431542,0.0378052485949511,-1.1871767404488
"TC0200011992.hg.1",0.871605846366257,3.63279306020444,3.6211364993074,0.00173518959642069,0.0378052485949511,-1.18752857441059
"TC0800007027.hg.1",1.0517222639245,9.5179894627515,3.61529348222993,0.0017587708418518,0.0378052485949511,-1.19997884924261
"TC0900010352.hg.1",0.735149421314963,6.44598326377287,3.61524222888606,0.00175897908565231,0.0378052485949511,-1.20008804644322
"TC0300008563.hg.1",0.8682404921872,7.17922338122509,3.61014979692268,0.00177979177813651,0.0378052485949511,-1.21093651309688
