"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"PSMC6",5.16203286024073,4.8282270316102,5.8546923879673,4.53718395014601,5.16203286024073,3.35513742904849,3.2100316109763,3.12179918181014,3.54541279519498,3.43909008676015,3.47156270210694,3.5162148077449,3.49229736141278,3.54117109968396,3.79165334221633
"CASS4",4.9484018720813,5.00566248622093,4.56519354469257,4.45054692087204,4.9484018720813,4.63453616495301,5.78191722852003,5.48788156232688,5.52018480425569,5.08309072607442,5.91240005457161,6.23088690607034,6.582149191897,6.12788610666755,6.27625360002074
"PITHD1",6.49418836403588,5.86380639725493,6.1424273439273,6.15909346639742,6.49418836403588,6.70788282698475,6.56441411632511,6.91953878712899,5.69734190150024,6.3673399463651,8.34950420329679,7.98946291634592,8.09568070203956,6.87368408886718,6.95830801787881
"BACH1",8.96893914698516,8.53655160418108,9.11184718099996,8.80322152367948,8.96893914698516,7.39325711682219,7.64029047259713,7.81345629072584,7.74719964364341,8.04581478878485,7.23310073041737,8.61357122305852,8.45209385046548,7.76502850374783,8.13884939297099
"PSMD4",7.82186633337765,7.82007990761556,7.76285565500873,7.76844784126183,7.82186633337765,6.36066061387375,6.0504339392919,6.55139332301789,6.32332769502229,5.78751135323881,6.12614728142452,5.7094385099185,5.75624470690734,6.65812600815935,6.62374354442993
"CYSLTR2",4.75250653447002,4.40741405736093,4.64967137705913,5.03011150645404,4.75250653447002,5.37344770605895,4.35693928228492,6.33159213103705,4.61140622115605,5.44961347073071,7.1221093385305,7.34048373033023,5.70719216840835,6.47594040272145,5.34556188077705
"CAMK1D",6.25641842599257,5.73127766608634,5.1034046178414,6.4056390257769,6.25641842599257,5.39715127260692,5.99546840365958,6.03576868046882,5.01735990624708,5.60741337811392,7.19079052405506,7.63847527243865,7.55484825504598,6.29321668261456,6.18047547088455
"GOPC",4.45465068689905,4.84754370385502,5.48669317654277,4.21419208610367,4.45355814838615,6.11388847737515,5.7192698031399,5.80031886762993,5.04242453984854,5.33103106530496,6.35305149020296,6.32544979914567,6.6379460716642,5.35377186171055,5.33304778003387
"CD177",7.14602337891612,9.49446636728663,5.6989881275379,7.45822724252699,7.14602337891612,5.19375241233371,5.62831462567487,5.28677319648835,5.44551490253891,5.18042384545561,5.62513889446753,4.67187379112999,4.5093020705913,5.59747934874263,5.90131621364693
"CHMP1B",8.45726546594116,8.66727290479856,8.34187941405294,8.45677805767042,8.45726546594116,7.13225544252136,7.34154200164776,7.58668069890731,7.06942858826614,7.42580829936759,7.31106961042716,7.22043465432465,7.46398251107921,7.97696313209241,7.97440365175734
"MAN1C1",3.87688640855585,3.54192139102127,3.7515574035763,3.26084675122939,3.87688640855585,4.7451787780014,4.38348003054527,4.2058007781524,5.05811142932535,4.64316830827066,5.19670105468114,4.91899947520153,5.02211900921679,3.90926508630504,5.18272383440478
"LYRM1",6.16756077964507,7.73806855845362,6.33203205233297,5.68667271584853,6.16756077964507,4.60109491511477,5.10953691637853,5.73706860675153,5.26543169156024,5.73044673792929,5.07296563514555,5.68633137515484,5.65590078575,5.65324862674005,5.95397784878614
"SMURF1",7.26893539727708,6.88903934901716,6.78431971793083,7.3617736464736,7.26893539727708,5.59884823203897,5.64243747256618,6.08715989889499,5.82603801338922,5.68390860652413,6.30583842360127,5.94426089111946,5.83256376474641,5.99187988833027,5.25459679348411
"PELI2",7.17250029434902,6.68683531026937,6.85561094757845,7.06358193265668,7.17250029434902,5.74323358711165,5.88380084619827,5.72211087600968,5.37670916463755,5.46066961329737,5.35310860354653,6.16708707808951,6.68193616776475,5.47457157120533,5.01346126852579
"PELI1",9.65692680814081,9.13363502356681,9.4201437461459,9.3408979534593,9.65692680814081,7.02347798462506,7.72812426117853,7.16669473430588,7.09441171669925,7.8042830908332,6.90062415770841,7.78524574640509,7.74516175910418,7.24132921578237,7.09820835567515
"RALGAPA2",7.21478128862379,7.71748722117221,7.38268927528954,7.3036596159721,7.21478128862379,6.08225761771152,6.14852365518531,6.65280614607122,6.15460515804899,6.52215719472982,7.00120672830537,7.4306278570321,7.453524251793,6.71213252068741,6.92779611059608
"DENND11",4.74988846043832,4.68984212440664,5.6961324124517,5.18513449603227,4.74988846043832,6.86209710589238,6.03510015773434,6.07239963829731,5.73707754837493,6.16656664082796,6.71099356652746,6.60588403789143,6.41544330186763,6.39476186979666,5.9885058692429
"ATP10A",5.61727017383298,5.13679720735703,5.81056665960743,5.59379607837493,5.61727017383298,6.32438919716634,6.00202783899359,5.89741122185096,6.66420584582352,6.49263054012704,6.86814004933221,6.367520421458,6.13352107701593,6.62125547135321,6.85469046310883
"PTCH1",4.4023595891674,3.82100488663207,4.89620234806052,3.78703931120081,4.4023595891674,6.37866232387447,6.11051076927473,5.7818382755336,6.16873746997585,5.87922066372217,6.21049239079256,6.5594762222175,6.55785205965505,5.95041930579114,4.91340990985613
"PTEN",10.4387339636268,10.475058622837,10.8725329544993,10.7138496874371,10.4387339636268,9.08680826571027,9.62358673186992,9.32793102822468,9.26474015497598,9.2793344848356,9.19875217048592,9.53519052384437,9.59058254164523,8.9991648868744,9.16871286395585
"PTGDR",4.9382456397075,5.18123861365561,5.5606301836265,5.10997667684598,4.9382456397075,7.78744489451531,7.11246050146997,7.69208756602211,6.93649374040235,7.02957142844969,7.00742268431788,8.13539197415714,7.18782151339473,7.49537753957568,6.15731599410875
"ZNF287",2.49229815288326,2.03589399680206,2.65899951757732,2.59564501865385,2.49229815288326,3.08735294937045,3.005665274408,2.59640582981016,2.87027589539122,2.88567390030713,3.60850909968191,3.6603060343169,3.64914458102499,3.30002024927854,3.60479214554481
"ZNF304",2.85854469357449,2.0117382767416,3.42362391524088,2.86439227979376,2.85854469357449,3.76777343027842,3.51994761841,3.75986847091057,3.45195340791741,4.0670007185536,4.42959234702597,4.35268677557901,3.90108065037973,4.01550843895482,4.38734355891115
"SLC24A3",5.52856183556642,5.2360409389383,4.92423920952322,5.39621584551708,5.52856183556642,3.89508373510779,3.71377206268215,4.61352470346558,4.47218778115577,4.55331921350897,4.54023476009687,5.28641986498303,4.80076438374232,4.85196475687916,4.04796836317128
"PTGS1",7.92964289286742,7.61814972841396,7.97107459706281,8.1772119045805,7.92964289286742,5.31548327853764,5.80057281017471,5.06807182378688,5.37400037814237,5.49876784490818,5.79983000115861,6.01786431161403,6.24525162636895,5.64356147508172,6.16335363991638
"PTGS2",7.23468661249247,8.38234109709277,7.96400615641149,7.21572029338209,7.23468661249247,3.92054587372357,5.31541702579285,4.94634039294243,5.08342636836931,4.3824395121087,4.61346762020805,5.95356179610481,5.39046232275691,6.53398345189156,6.02022340809716
"ISY1",6.58540745826333,6.72478423854497,6.74407204343468,6.24250929866105,6.58540745826333,5.12522436747896,5.1953382682693,4.84839943463669,4.50610382881664,5.34243153059879,4.11666242007409,5.16129058328799,4.93882845091031,4.9171169811407,3.73370407290626
"KIDINS220",7.84600974276761,7.96611022348909,8.21863249110442,7.7913332399742,7.84600974276761,6.80664568185774,6.9279401899418,6.87114150961358,6.50587733305597,6.37424682927124,6.85719957300213,7.51739260606652,7.58097186480095,6.24537229293126,5.98708597451113
"ARHGAP31",4.63123030829687,5.64379557674404,4.9022950601855,3.6323514500796,4.63123030829687,5.91437371042351,4.58411290442709,6.02135341009011,5.37429421382759,5.66275191795117,5.56722924259,5.96413268921871,5.93733767443309,5.77587276529287,5.87760386638075
"SERINC1",8.86581615016985,8.70107069162093,8.84613531866499,8.65597416684241,8.86581615016985,7.11356531149723,6.86929877920208,7.45232725333001,7.10317408391778,7.41667923863213,7.94253956305744,8.14491344481935,8.24289616250834,7.57141060686201,7.52947555793086
"RPTOR",4.75895309087838,4.08498287340636,4.97471157596198,4.51236737902622,4.75895309087838,6.28930939331108,6.22825649128797,5.92865528342098,6.1686749140662,5.659884829322,6.12568923100693,6.68658695586154,6.23523529106687,6.60898746274115,6.3396456253358
"TBC1D14",8.19342341255533,8.48716204839162,7.78640348643222,7.85194986704179,8.19342341255533,6.68216035212826,7.11083062366946,7.25487814650498,6.26105622507089,6.69976852449202,7.25645139879812,8.16338043583558,8.43496779395281,6.51068894343764,7.67560855935664
"ZNF398",3.98988031513625,4.28168669077864,5.00036285106334,4.03059393922693,3.98988031513625,5.84940911692862,6.1516976019644,5.36496661221192,5.68739330580956,5.38221777892652,5.99863286273263,6.21846451506662,6.02118868218188,5.81040133416149,5.32151782611914
"STAMBPL1",4.73089955218419,4.10136838319375,4.89402401662587,4.6372543544066,4.73089955218419,5.86455377163424,5.68081150179641,5.52082228101314,5.59126426739842,5.21307594990265,6.20608419235604,6.19997409367368,6.06168781578702,6.08199751305643,5.52234926816288
"TWF1",6.46545445215105,6.58674009894565,6.64461178604854,6.37455822559904,6.46545445215105,5.53107759917895,5.18829488369451,5.65496853697094,5.21273812645583,5.93160000599627,5.11836532056153,6.04841157030267,5.59155454807476,6.04249408908203,5.15695884797625
"SIPA1L2",6.68060604570948,7.11067065180771,6.29395907002846,6.9937239106761,6.68060604570948,4.97586975558097,5.84625993055077,5.72203463643415,6.09738496512672,5.73195828537341,4.88908592030291,5.58003691603554,5.79671354195459,5.72829321694209,6.17099876168936
"FAM135A",3.01472935757754,2.40416465235345,2.71907586743923,2.27843670599104,3.01472935757754,3.1945030778854,3.15192990182357,2.48034688669344,2.55113325936861,3.53956090322706,3.51915123008632,5.08470845770344,4.80391772911286,3.85165343937649,2.38460787965513
"ARHGAP21",5.63542279502854,5.05413142384923,4.94774005900883,5.66006796020197,5.63542279502854,4.39593468985523,3.9509310690019,4.00411778616625,3.52446815203499,4.25845031619968,4.337481209637,4.83009119535401,4.83326172573667,3.58248073491421,4.59022586724919
"CFAP97",4.99211494034489,4.69408833831394,5.08751799796162,4.55260225886395,4.99211494034489,6.19204748294319,5.57898132800797,5.9429611218909,5.90143264619029,5.87188869670987,6.50173058735132,6.32739263286402,6.08811486460047,6.2292963690785,5.29646450150902
"HOMEZ",4.57516820532443,4.82214117765967,4.82215269919172,4.46722260285712,4.57516820532443,6.1521223442393,5.66467951903224,5.9359489391391,6.09345787375588,5.78878150589163,6.51568079028199,6.18869258791192,6.17491743199145,5.84984634281531,5.54161259406959
"WDR48",6.4340417937903,6.1036202809539,5.97110966604705,5.51102139422424,6.4341731942771,4.09122485216534,4.5815883216854,4.40624740334499,4.15905840147341,4.19559797522983,4.67798612939416,4.93185235680358,5.30431982657715,5.14918009284521,3.27600539204466
"RANBP10",6.26082841709037,6.17842345874856,5.81559620291986,5.53312339525679,6.26082841709037,7.14158248610673,7.10659990566074,7.16976493345868,6.70479415986364,7.45771646753201,8.437181350439,7.70382021142364,8.48539699503223,7.01373113819695,8.00261961272543
"STIM2",6.37446197522741,6.95340038953857,6.88741732385297,6.27657591403538,6.37446197522741,7.81313107711582,7.67935708101316,7.69548523694074,7.58990918714293,7.315734878222,7.88255981310648,8.27352361413607,8.16593343187911,7.69842572936893,7.27340117263355
"USP28",3.64995916896779,3.78346479432599,5.48718634305643,4.04305141396808,3.64995916896779,6.64100878233701,5.96740283040608,6.40969837030632,6.03655179703763,5.35873895432945,6.00731270616011,7.10290223472223,6.24581085639267,5.49341418883205,4.21606270638802
"ZBTB4",4.43845365703951,4.73639748459452,4.44867747586911,4.06198393334486,4.43845365703951,5.76274456484707,5.40837744269177,5.04618775769707,5.37077244215605,4.56950388607243,5.9800763783238,5.48539735131903,5.26619871987082,5.41607137328654,5.49007785481283
"QSOX1",7.46493683667081,8.56505573117317,8.07295659647154,7.91889086049735,7.46493683667081,6.85605305234176,7.07002429431012,6.88612843493802,6.8591104020068,7.08928101986948,6.64798933655102,6.51837672769471,6.79646406415342,6.20927171863383,6.57160972575827
"USP37",2.81140093077271,3.74952736676652,3.60785199080983,3.59312636826016,2.81140093077271,5.00793119299011,4.56787497214378,3.90245778870724,4.47441818273759,4.56303858292413,4.48507580041149,4.64349021731847,4.79647000514335,4.28661029998075,2.87515949704245
"CWC22",5.55958164673524,5.67879451251118,6.1360246954807,5.43006710496924,5.55958164673524,5.48596143607669,5.48410995550022,4.48785250349977,5.03785243891986,5.25474656491906,5.59043318699615,6.67918918389553,6.64027761321741,6.41419486583978,5.7409953610648
"MIER1",7.96631654725379,7.57127252814147,8.00658660796221,6.98180853676768,7.96631654725379,6.10842308962524,6.31949592028992,6.40408874316273,6.22366040627815,6.61202096546324,6.33535743156913,6.9422887469039,6.8501777508623,6.39001349964276,5.97408303033925
"NCOA5",4.08672956136036,4.14179720424468,4.69039901900734,4.05044416870924,4.08672956136036,5.70118513312911,5.70410793734121,5.76040869388094,5.22564781753444,5.49649707504915,6.11423047958571,5.8917778795647,5.88243216115568,5.11292641561399,4.94408881606383
"ANKRD36B",6.63953436604149,5.66789188691511,7.16619962201746,5.95803524983306,6.63953436604149,7.17537683877904,6.53175380145677,7.15416541738005,6.85275915361235,6.91392792199092,7.5205811939205,8.14737310288735,7.72042895846496,7.42911967248699,6.52248460937633
"PTPN4",5.255700737937,4.97952107926785,6.43878284105628,5.19074858525426,5.255700737937,7.34613778431097,6.78027998861355,7.05678120865525,6.77057428791649,6.92573838506175,7.30291426878424,7.21688775866342,7.1720119377849,7.02649582549806,6.28127672022859
"PTPN12",8.72523316739423,8.6770357498082,8.5086909928841,8.36036400219057,8.72523316739423,6.53032584466848,6.6803959525445,6.7861881514121,6.00373333524372,6.70085933940272,6.56089521388209,7.76438371802102,7.64014896426279,5.87314926972163,5.65425457378004
"SLAMF7",5.73793875500354,6.21252600558271,6.23040359678795,5.59821891944601,5.73793875500354,7.5416754956332,7.106882015272,7.40124625868885,7.33227642245971,6.98125206296,7.06270151845702,7.33649476670461,6.85158760098224,7.29316185472437,6.24129089624423
"RAP2C",7.97166673001672,8.16335232163945,7.87667360988498,7.81508501232437,7.97166673001672,6.70397623879737,6.36318216190202,6.71648006297018,6.52300814631773,6.87509121978712,6.84895447786122,7.07404628120452,6.98999253963109,6.78407561717774,5.9657280248778
"PTPRCAP",6.01396899548311,6.0626246119019,7.10699077051395,6.53499860440906,6.01396899548311,8.46823584508715,8.24205540483983,8.00714054770801,8.37824207314049,7.48858823393844,8.03116020819217,7.22142042607045,7.28300191149107,8.31590466602756,8.02696838412655
"PTPRJ",8.74852007376465,9.222018370914,8.64681260053567,8.49952439903169,8.74852007376465,7.28051826951501,7.93872234067256,7.94030753783108,7.12809976619496,7.33783969993442,7.39482663802608,8.08390327037262,8.3359156030815,6.45351769753782,7.71480522167681
"PTPRM",4.14183822193971,3.86920970550892,4.81523168696724,4.05532121355804,4.14183822193971,6.53820946218281,5.71041492011392,5.53318192422263,5.75738966239872,4.37931878766555,5.54760296021434,6.83668278187499,5.61893867140717,5.1020469919103,4.73378269852964
"PTS",5.45129060545596,5.82683097556287,5.6336455764036,5.52574987419912,5.45129060545596,4.32817797904435,4.55835981650053,4.29350213671863,4.626155296076,3.83518455595857,5.07453620138688,5.47930761018268,5.4066291246015,4.58315387254445,4.37637716840729
"PURA",7.14843843969258,7.5623286790418,7.45566493904094,6.7413565941156,7.14843843969258,8.48708627880222,8.37955584027951,8.22461951235104,8.12422861406818,8.19693562513897,7.90220928576526,7.88537140983142,7.95592006943863,8.12163063337235,7.58325878963741
"NECTIN2",5.5807335276755,7.36976501387667,7.04415567184821,5.63081711460175,5.5807335276755,4.88859539555549,4.68476431510908,6.19453892858974,6.30967372825859,6.22512163957335,5.30475532714094,4.89176771426783,4.99877751300154,4.96692196554528,5.53492601618843
"CXCL16",7.97967382287176,9.10120256775656,7.43072977570078,8.32866289634628,7.97967382287176,6.01400102708385,6.57801642970304,6.54085584507455,6.2850496570363,6.76224351638532,6.73715312220017,7.2754528713651,7.03322894818156,6.6035073167071,7.57286462327436
"BBS2",3.08951011411589,3.37461346226297,3.49221164401073,3.12926637754333,3.08951011411589,4.34698158526585,4.2645109044621,4.04478661777978,3.96045701683517,3.41661079470776,4.82586681389594,4.90807646540597,4.32786815742689,3.98724113859717,3.71206592566805
"PYGL",9.3707167980783,9.37764489804634,8.1426099344871,9.22031205486644,9.3707167980783,6.05557492899101,7.51230900096824,7.79307674920177,6.39820272136993,6.91454698750877,7.50016162925902,8.28268414561551,8.60701603669847,7.5185804220679,8.93142635260069
"ZBED5",4.61209440688186,4.42627728976823,5.03271878046204,4.49053147701189,4.61209440688186,5.56899617187524,5.13146839728746,5.17203160918087,4.9557104124596,5.17920689570805,5.6428926302074,5.80968129389529,5.3094828721361,6.20610459380499,5.35511684998796
"RRAGD",6.73233833109686,7.18060972424144,6.74745216671575,6.6857215361959,6.73233833109686,4.69970248097577,5.49448200244542,5.27632288025198,5.33217228205741,5.61188818356319,4.88315195845566,5.33028045172217,5.64100639873142,5.14449464640981,5.55072001896536
"SNX6",7.9499801418987,7.51072833449061,7.97880093242478,7.18059563656229,7.9499801418987,6.52594516913694,6.20421157447217,6.52814720946173,6.69234656642461,6.46071116091226,6.56217249503437,7.07047501815475,7.25711765869067,7.13799846388373,5.96234675805684
"RAB1A",10.1891775039812,10.0532745844981,9.89050623048625,10.0624902785348,10.1891775039812,8.24951336860738,8.24444088607926,8.22409917346411,8.18824822621912,8.45495915773779,8.43564901711142,8.83773323284687,8.68237206433222,8.43968103047373,8.51570318955989
"RAB2A",8.81440468558761,8.60000085647811,8.54039024480129,8.62847053791636,8.81440468558761,7.52833947620883,7.50087036041885,7.56334692251321,7.30119761091363,7.4443949680426,7.72023840031538,7.8785715970557,7.63737095227014,7.5682100275873,7.01617990152478
"RAB5A",9.17163039234546,9.49722063523599,9.3293528094079,8.95220746784744,9.17163039234546,7.54270957229576,8.0968863725125,8.27947492508807,7.50824105960656,7.98355117919164,8.5683120931589,8.96133059921999,8.95690289469284,8.05049852613513,8.20686329994251
"RAB27A",7.6403488469159,8.06584346641569,7.58472881469381,7.32188514942745,7.64061654872355,6.2134686120209,6.56511755379294,6.39589469709672,6.16686128919771,6.39998410086085,6.03143069065695,6.99139187149284,6.73392537940887,6.30286043119486,5.60503138197843
"RAB27B",7.68427407383762,6.8634066584329,7.41016728810756,7.82414736479676,7.68427407383762,5.9889032218856,5.74305617094309,4.6599878863906,5.10899277507282,5.36536278483735,5.34941743917664,6.57308533151403,6.62672643113249,4.70383887433813,5.5430760480157
"RAD23A",6.21647603477825,6.80416932438452,6.51797122299548,5.95537090505577,6.21647603477825,7.31565473445708,7.7625058292244,7.56553108342978,7.22346208447049,7.04056476332505,8.29355866784781,7.33908190849216,7.65832831659004,7.07816161479821,7.59472180268496
"RAF1",7.73294588107164,7.5126588900334,7.36980834550412,7.40055044703346,7.73294588107164,5.79844735667197,6.58721481209021,6.49833619242826,6.20911185404623,6.45614533362632,6.41183018833109,6.5472944297073,6.94616789805477,6.59298022382138,7.0066236461915
"RALB",8.75517943556234,9.20800234365155,8.31768764685954,8.81239338618473,8.75517943556234,7.29356392114224,6.7060652330132,7.45471814879542,6.74734580924767,6.80105274593952,6.53174228819052,7.41557307815869,7.47245660125637,6.95042673155724,7.09157799228695
"RANBP2",7.12815798571806,6.93373934924638,7.1088558881446,6.64344850221515,7.12815798571806,5.99377862746912,5.81383920305977,5.66817155987698,5.64876013817539,5.65444640803445,6.01525369834811,5.76191419906885,6.03103605425244,5.57039001776201,4.38778314313004
"RAP1A",8.47348968689601,8.6647649405778,8.57029957054191,8.27219191046595,8.47348968689601,7.21203201853992,7.13213255250898,7.45883449786126,7.06239941519127,7.06492477922814,7.7676594635297,8.07512595827167,7.92301772190421,7.44141726289778,6.7570087312221
"RAP1B",8.93627978427707,8.30560558955578,8.70924244664276,8.60330774055861,8.93627978427707,7.61765566272584,6.92317025808039,7.23976856566303,6.99714723915101,7.51731213338624,7.61785096296934,8.10489426449211,7.9284899357892,7.4307415634138,6.45121852060923
"ENPP5",2.56466988901082,2.85086763585004,3.03582518935705,2.49369872333881,2.56466988901082,5.38838043939973,3.80699842122519,4.3790746634653,4.48784334006102,4.16302235513724,4.17775422017946,5.6893883204317,4.68267562164789,4.15602755157483,3.98278579537269
"RAP1GDS1",3.67111335470887,2.95876832268791,3.46143922477386,3.0008550189232,3.67111335470887,4.53792487878038,3.69932603112235,4.36192883571716,3.84571932252632,3.8092467266107,4.05863978572563,4.98042879178288,4.97000289866422,4.32340229336131,3.57207892813123
"RARG",4.37510762245347,4.08682389704485,4.68111584315062,4.37111603720617,4.37510762245347,5.20821658990004,4.89203778427201,4.8974502958301,5.36315749059925,4.63237004305249,5.4009997527086,5.68550951636422,5.59790982257346,5.16411209669103,5.2546526030706
"PLAAT4",5.61499279297183,6.30699474395656,6.42509106818954,5.6554173919519,5.61499279297183,7.85358185642829,7.40433612825099,7.74030837800816,7.43850790347779,7.32742843700912,6.87761935481726,6.77687220472832,6.21844189878248,7.37106202122249,6.89970812854553
"RASGRF2",5.54919432878754,4.8063751359143,5.39142119673048,5.35584273946033,5.54919432878754,6.06485978108609,6.58886268799743,5.76099111481509,5.98370249232673,6.00576112419756,7.20918969392353,6.18599338720033,7.33628978664736,6.11315479759817,6.46570185924911
"ARID4A",7.11249424819282,6.60531958230206,7.19277450884395,6.80766143182254,7.11249424819282,5.25187673932716,5.24828732288399,5.34547327072713,4.99668457224035,6.00456888738412,5.91944410278743,6.46401449435333,6.61345677986897,6.20103297754382,6.16782410908521
"UBL5",7.30231226429278,7.95483703997691,7.13684089523276,7.02361181357562,7.30231226429278,5.66590826229248,5.60849163234227,5.87369953287493,5.62034413093193,5.76437486748919,5.0373964452228,5.08509265985971,5.20885007171004,5.87834881850752,5.98648438172846
"PLEKHA1",4.72484720103189,4.02748477158206,5.70888873163699,4.29428516277555,4.72484720103189,6.56367975979311,6.04931540698289,6.63893393843055,6.09517115026881,5.88742640275693,6.55589862637022,6.95184587411292,6.68210991111177,6.30235227508524,5.08882015207115
"HRH4",3.0040128589008,3.00494824601595,3.27901993507302,3.04508233338156,3.0040128589008,3.86481842617763,3.81210028130411,5.26924205289739,3.20692852690337,3.96642913067635,5.4449027073125,6.86539123510282,3.94605857358602,5.76590028227491,3.95856203294657
"SENP2",7.1115328435787,6.75308303150266,7.0305835423656,6.70255220357537,7.1115328435787,5.4861350361536,5.54865574997739,5.72650647495273,5.41640375579308,5.61137579549965,6.13092185620561,5.66742165868408,5.96814568735163,4.97206237731588,4.44783366999915
"GNB4",7.41373303235955,7.44709346222518,7.74745787146026,6.88704159248624,7.41373303235955,6.82580114907247,5.60498720392804,6.62932050521549,6.54623133448096,7.14705258971922,6.01384300189727,7.07369093603218,6.8873860438341,6.13240532309972,5.67425689331987
"LGR6",4.23585140294829,3.64609129438935,4.05062952698268,3.74241854045268,4.23585140294829,5.58410227003076,4.45562400496785,5.76328770327238,5.28038389963052,4.9377093304583,4.56858462656959,4.83860361786542,4.05034821209447,4.42989250069667,4.87309129111729
"BCKDHB",3.4162355490797,2.95732126313648,3.93213635996633,3.0532290714863,3.4162355490797,4.14428865550326,4.71225078208226,4.13950774055955,4.79101436118287,4.3439218099243,4.64359357751474,5.03121387202422,4.672301736147,5.18977198763805,3.56221647855963
"BCL2",5.32985078186746,5.45251140486666,6.31957788531491,5.72091849331445,5.32985078186746,6.91361879084191,6.58748686754332,7.1650161701498,6.91037049952924,6.87031536069607,7.72976036464753,7.12335076055884,7.40308300725031,6.08766584648431,6.91547814088647
"BCL2A1",10.6343815117308,11.328520472041,10.8566283132484,10.263989210475,10.6343815117308,5.36764714984948,5.85686182192124,6.22001029100759,5.77614222201167,6.47879191007825,5.72887846658516,7.17389047967626,7.31125172996595,6.79127778287879,6.3607915502461
"BCL2L1",6.16580614095317,5.82246018199463,5.79218851632596,6.04642350525591,6.16580614095317,7.41610425104807,7.81660088569997,7.71481442697251,7.41467012891954,7.81720246991094,9.94282845382045,8.02766945040167,8.32549056103205,6.99067893757575,8.46272739268131
"RFXAP",3.35765970276423,3.37637981492892,4.18541481735469,3.03776991484042,3.35765970276423,5.07087361175965,5.06681064364912,4.3132245400279,4.71087934356259,5.11233823036796,5.28783272976157,5.82893510346117,5.08862172269272,4.24484431761847,3.73534457879218
"RGS1",4.96568953433734,4.86912042306838,5.87352257478991,4.98359561581362,4.96568953433734,2.50482465135125,3.06648822939162,2.05598439636529,3.16348292547392,2.29337007723117,2.30327822911922,3.15159536443503,2.29337007723117,3.69766454057222,2.8389520408168
"RGS2",10.6190759072799,11.138558288169,10.9717328426477,10.3662692618803,10.6190759072799,6.19746416973651,8.119259724876,8.1218954076846,7.40837176080599,8.240544605218,6.95099652043687,8.72191200762659,9.12458821545516,8.26927845509396,9.02659886631121
"RGS10",9.04218339587661,7.9384873030517,8.41983990890975,8.91976627721218,9.04218339587661,5.82701487686409,5.88641006289023,6.02766397249123,6.26851143960592,6.75726251411424,6.86949040341272,7.04303785822108,7.17768007944671,6.09013213251727,6.60894708947499
"RHEB",6.23135044726386,6.36475983235775,6.03604545492909,4.66170291609079,6.23135044726386,4.63045514475976,4.42155536007062,4.49687162998862,4.4849827109536,4.88805953707796,4.92216284531085,5.05644171171968,5.05996158001376,4.75735995303339,3.40818400409891
"RIT1",8.71141983924141,8.60280413443622,8.771204261999,8.70171617524461,8.71141983924141,5.53079801751634,5.90799919815057,6.21993790624853,5.67639043746895,6.03449049622216,5.57613505231078,6.25750149320135,6.62224168488198,5.72742397253315,6.23699843658068
"RLF",7.56535775539126,7.47437220135757,7.61104058484606,7.35422769776679,7.56535775539126,6.05886185071301,5.86502458795652,6.07794426741969,5.73382976307148,5.94067151199319,6.58053245773045,6.73145551973551,6.56072176400236,6.02730129032894,6.28200574514289
"RNASE1",5.27160990609309,6.77637383814184,6.87590713522022,5.14458070242417,5.27160990609309,4.68518870754025,4.36356805840421,4.04393880810732,5.22425341020644,4.60618466650167,4.28541184070357,4.84097110808264,3.71960540293456,4.45777187331083,4.82333035109915
"RNASE2",9.01524244565613,9.75610171876736,10.1408680985672,9.06082050279403,9.01524244565613,8.35258430634936,6.46518437399216,9.23759846415083,7.89460037073417,9.18411751849654,8.1843891545479,9.00444962697916,7.15591564904369,7.76609999237973,7.3306729978287
"BCL6",11.1552044245414,11.1591529686982,11.1736767921252,11.2392936157057,11.1552044245414,8.96701640368878,10.7017180916807,10.254866024251,9.97331421435779,10.1456736972038,9.78808330592076,10.3696136061097,11.1153997881003,9.78730856008456,10.7814236703137
"BACH2",5.26233827229794,5.14615739874828,5.60574007900758,5.41698372195501,5.26233827229794,6.19896221662093,6.01858030560107,6.81234048457355,6.25832905619236,6.12904961297693,7.83095261944177,6.23503880084318,6.77624116190819,6.37455294789039,6.77753397081149
"APOBEC3G",5.42832959779736,5.69442166131516,6.17563950339541,5.39781257401556,5.42832959779736,7.36584599705157,6.71431861391872,6.7425093085552,7.09943777622614,6.9578465084723,6.97648780022221,7.3843535639426,6.62600851334916,7.53167350563914,6.34770081116026
"AASDHPPT",4.39697598052966,4.64022071949946,4.97893500701919,4.16771430782294,4.39697598052966,5.20570831908385,5.20849585176259,5.10537539359463,5.1152372315561,5.48588366739349,5.49688066823656,6.20225361225125,5.83124857286722,5.41000483076735,4.70696189908218
"PROK2",9.05164726146924,10.252644784806,9.76270323063796,9.10208108053338,9.05164726146924,6.9423979804623,9.22664247394081,8.74282188052603,8.5927419869033,8.57972491121977,7.90506825231831,8.37762534332953,9.47378102557572,7.71869929920092,9.16942239674693
"TRAPPC11",5.88075286838404,6.29241993476012,6.52860631515532,5.67150514661524,5.88075286838404,6.70791112278416,6.56047535344087,6.63456147846999,6.54058084229369,6.52871169143979,6.9330244039747,7.48308842012814,7.51034234884221,7.065410828462,6.55341860925442
"ROCK1",7.29213985412927,7.37641887692293,7.15922437731403,7.06335941618092,7.29213985412927,5.57310167944175,4.67517516240844,4.78155493287948,4.97829527738815,5.31711337606601,5.53731586757227,5.82832071314243,6.37939410914215,5.31226005873389,4.20676049987943
