"","PROBEID","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","TC1400008940.hg.1","4792","NFKBIA",-3.96292115641139,9.15244036367275,-17.7218559054844,1.42401282706605e-13,6.57893926104513e-10,20.9881380938275
"2","TC0600009597.hg.1","7128","TNFAIP3",-3.50692829570513,8.83499502466799,-15.1768221208475,2.47483764575335e-12,5.22459204148419e-09,18.3371856036698
"3","TC0400007836.hg.1","3576","CXCL8",-5.64531983870634,6.2992031647551,-14.9160567684328,3.39259223472999e-12,5.22459204148419e-09,18.0394377149058
"4","TC1000007990.hg.1","54541","DDIT4",-2.52675207315173,6.63770182706388,-14.0074899584419,1.05708313276707e-11,1.0624303761038e-08,16.9595127866637
"5","TC1500010184.hg.1","597","BCL2A1",-4.07036220197474,7.7855629615631,-13.9421393523561,1.14981642435476e-11,1.0624303761038e-08,16.8791896849731
"6","TC1700010830.hg.1","3674","ITGA2B",-3.51307017404173,7.01058985073871,-13.5392221233264,1.94513668481516e-11,1.49775524730767e-08,16.3757631588916
"7","TC0500008785.hg.1","1958","EGR1",-2.84434672976736,5.99753345674959,-12.3588631968487,9.79522460471058e-11,6.46484823910898e-08,14.8153325757339
"8","TC0100015975.hg.1","6016","RIT1",-2.61565272213094,6.88589872968514,-12.2515969324371,1.14134385080935e-10,6.59126073842402e-08,14.6668474537104
"9","TC0100011453.hg.1","50486","G0S2",-4.59869780235085,6.85539415128934,-12.168255603128,1.2862394732691e-10,6.60269596278136e-08,14.5506784786762
"10","TC1500009079.hg.1","6727","SRP14",-2.64672910520161,7.24772909401879,-11.8220901310435,2.12768325167611e-10,9.52165678077045e-08,14.0605214277159
"11","TC0900011177.hg.1","7295","TXN",-3.50464603508817,6.67339488151609,-11.684023868747,2.60891943490685e-10,9.52165678077045e-08,13.861527522496
"12","TC0800010807.hg.1","6129","RPL7",-2.87217891630055,6.5356540480092,-11.6594011355242,2.70605743282427e-10,9.52165678077045e-08,13.8258260187771
"13","TC0100017110.hg.1","9214","FCMR",3.28533306466135,8.89536941038932,11.5981971080151,2.96422362189427e-10,9.52165678077045e-08,13.7368026096409
"14","TC0900010769.hg.1","4783","NFIL3",-3.21550351533156,7.66999150119712,-11.5614756060559,3.13134390777747e-10,9.52165678077045e-08,13.6831966565321
"15","TC1700010630.hg.1","1236","CCR7",2.82583102976612,8.88210442682921,11.5394435311831,3.23630611675712e-10,9.52165678077045e-08,13.65096446841
"16","TC2100007599.hg.1","64092","SAMSN1",-3.39329656302437,7.15140164586819,-11.5269313987111,3.2975434738599e-10,9.52165678077045e-08,13.6326362716615
"17","TC0X00006799.hg.1","6303","SAT1",-2.88997689336175,8.32780300256738,-11.435215690339,3.78502775006729e-10,1.02863695325358e-07,13.4977691718257
"18","TC1100009200.hg.1","916","CD3E",2.74678269166949,9.29022546456353,11.38910557478,4.05797692011648e-10,1.04154740949656e-07,13.4296181407332
"19","TC0900011613.hg.1","399665","FAM102A",2.26509935691511,6.573849711691,10.9441800039711,8.03332088888264e-10,1.9533653950862e-07,12.7598853928839
"20","TC1500009952.hg.1","5315","PKM",-2.1331888284781,7.9308179715786,-10.8348835171215,9.53030806827267e-10,2.20150116377099e-07,12.591939169086
"21","TC0100008152.hg.1","7388","UQCRH",-2.1983033671854,4.44575654376047,-10.7206256675427,1.14096414107146e-09,2.51012111035722e-07,12.4148953405159
"22","TC1900007096.hg.1","3726","JUNB",-2.45065998759497,7.47856541221017,-10.6064454555113,1.36768967324505e-09,2.8721483138146e-07,12.2364514967509
"23","TC2000009874.hg.1","9491","PSMF1",2.44638527567152,9.40493105676478,10.5568238838346,1.48042501232487e-09,2.97372328562647e-07,12.1584239262669
"24","TC1200012648.hg.1","4637","MYL6",-2.95952677462386,7.42620189754976,-10.4181382271596,1.84987633143892e-09,3.5357475824335e-07,11.9387989139131
"25","TC1200012270.hg.1","196383","RILPL2",-1.87151083757491,7.33476970637355,-10.3972722161857,1.91328332382765e-09,3.5357475824335e-07,11.9055565479728
"26","TC0200016454.hg.1","84542","SANBR",-2.08682881732073,3.97539826491338,-10.2577872865903,2.39970763219629e-09,4.26409586951802e-07,11.6819925915527
"27","TC1300007161.hg.1","81602","CDADC1",-1.78724091262632,5.47964271168041,-10.192024691607,2.67218781174e-09,4.42990210281717e-07,11.5757721678763
"28","TC0100014349.hg.1","3725","JUN",-2.44772935768091,4.60649907962428,-10.1891547426027,2.68478915322253e-09,4.42990210281717e-07,11.5711245994142
"29","TC0800008801.hg.1","10221","TRIB1",-2.54528056593903,7.84262119512958,-10.1542307705614,2.84318982850648e-09,4.52949551989653e-07,11.5144884210707
"30","TC1200009580.hg.1","144699","FBXL14",2.02295330086892,7.18422185513668,10.076753718924,3.23034529999704e-09,4.97158597660132e-07,11.3883102883463
"31","TC0100013348.hg.1","25949","SYF2",-1.97235354772372,5.72110091180832,-10.0573025985873,3.33591266828227e-09,4.97158597660132e-07,11.3565164865726
"32","TC0400012432.hg.1","3148","HMGB2",-2.99417493450172,5.90594382749211,-10.0086171882071,3.61619897191983e-09,5.22088726570926e-07,11.2767329770973
"33","TC0200010214.hg.1","55854","ZC3H15",-2.24615797721178,5.15974592290643,-9.95672656723899,3.94208623507384e-09,5.48664219306033e-07,11.1913735865534
"34","TC0900008660.hg.1","5742","PTGS1",-1.95117219233048,6.43683194703211,-9.94233421305468,4.03778862692752e-09,5.48664219306033e-07,11.167639068815
"35","TC0X00008002.hg.1","27018","BEX3",-2.58271770457791,6.2871279664147,-9.90690164433095,4.2838517563199e-09,5.65468431834226e-07,11.1090969949514
"36","TC0600007375.hg.1","8357","H3C10",-2.38935558789669,6.19444854524318,-9.8786589213461,4.49114637988045e-09,5.76363785417991e-07,11.0623217635656
"37","TC0900008441.hg.1","7357","UGCG",-1.90480231520708,6.4574064353736,-9.83968155619572,4.79453159046942e-09,5.93862145873254e-07,10.9976039007609
"38","TC0500007075.hg.1","10923","SUB1",-2.64277217777665,7.13766662731447,-9.82860559160801,4.88458042060252e-09,5.93862145873254e-07,10.9791786277819
"39","TC0X00008794.hg.1","6535","SLC6A8",2.82801297982075,8.35592293058003,9.80486829495642,5.08354841803494e-09,6.02204966444139e-07,10.939638813306
"40","TC0900006961.hg.1","3301","DNAJA1",-2.75213278789423,6.36236233418095,-9.7748293944044,5.34749904371798e-09,6.05675743711023e-07,10.8895005314894
"41","TC0900009882.hg.1","25853","DCAF12",2.71792342675414,9.38217912727324,9.77178393761838,5.37504447882077e-09,6.05675743711023e-07,10.8844109693233
"42","TC0700006928.hg.1","90693","CCDC126",-2.12488706510848,6.63374087694684,-9.72966303626282,5.77153734810512e-09,6.29362218312024e-07,10.8138983745606
"43","TC1900008881.hg.1","2204","FCAR",-3.34408099568308,7.3862408438562,-9.71193198838192,5.9474392522421e-09,6.29362218312024e-07,10.7841485027053
"44","TC0100018484.hg.1","4170","MCL1",-1.70926122637318,10.0478905354237,-9.70733724289047,5.99392588868594e-09,6.29362218312024e-07,10.7764327487423
"45","TC2200008859.hg.1","4700","NDUFA6",-2.46589754560764,5.76378081420541,-9.68517621617761,6.22350704109327e-09,6.38946722885576e-07,10.739181077645
"46","TC1700012274.hg.1","3690","ITGB3",-3.3494191189543,7.32630443327311,-9.66395912348635,6.45189384965768e-09,6.4799455620475e-07,10.7034576293263
"47","TC1300009765.hg.1","8660","IRS2",-2.78738066450419,6.22337789538825,-9.64589823466928,6.653176439907e-09,6.53993088348305e-07,10.6730031643185
"48","TC0500012842.hg.1","1843","DUSP1",-3.0021131451422,8.95556639252943,-9.60283279248589,7.15994391503036e-09,6.89144601821673e-07,10.6002178555261
"49","TC1300009330.hg.1","64062","RBM26",1.92508873078783,6.56357170508973,9.57183568322468,7.54944966118609e-09,7.05584747206266e-07,10.5476825890111
"50","TC0800010607.hg.1","444","ASPH",-2.71665378008518,8.93114553315433,-9.56515889252975,7.63619856283838e-09,7.05584747206266e-07,10.5363503570895
"51","TC0600007847.hg.1","1026","CDKN1A",-2.35356466711826,6.12352327874516,-9.54045871669809,7.96624029477938e-09,7.16647717000841e-07,10.4943780808741
"52","TC0600007012.hg.1","9308","CD83",-2.57580407147384,6.03474856018204,-9.53319004075638,8.06616478009604e-09,7.16647717000841e-07,10.4820117132311
"53","TC0X00010837.hg.1","55796","MBNL3",2.59787326852967,9.14047231778319,9.49186990866502,8.65952837002101e-09,7.54849454141454e-07,10.4115836497244
"54","TC1500009056.hg.1","10125","RASGRP1",2.19262701326739,6.8301987111755,9.47932319927491,8.8485547574139e-09,7.54914438247275e-07,10.3901548773878
"55","TC0600011386.hg.1","8870","IER3",-2.58074131494356,8.13579582841592,-9.46780710532109,9.02583347991511e-09,7.54914438247275e-07,10.3704684312464
"56","TC1900010651.hg.1","9535","GMFG",-2.44248179421805,8.87905732546403,-9.45289930170025,9.26082815685032e-09,7.54914438247275e-07,10.3449585063793
"57","TC1800006506.hg.1","10627","MYL12A",-1.84002093983379,8.76279470774755,-9.4495882511831,9.31387943292092e-09,7.54914438247275e-07,10.339288806079
"58","TC0X00009268.hg.1","9468","PCYT1B",-2.75426724052896,4.78348068944497,-9.41628909927618,9.86533058963863e-09,7.72733328593147e-07,10.2821898751602
"59","TC0400011548.hg.1","51176","LEF1",2.46299221035099,8.41716051992869,9.41611862754061,9.86823947770469e-09,7.72733328593147e-07,10.2818971932117
"60","TC0100016357.hg.1","6403","SELP",-2.31370025002338,5.02766231884593,-9.3543537026321,1.09832284215695e-08,8.45708588460849e-07,10.1756049924002
"61","TC0X00011139.hg.1","1069","CETN2",-2.20459359291684,5.68954102655838,-9.33860552280656,1.12879661608432e-08,8.54924650214685e-07,10.1484243151624
"62","TC0500012179.hg.1","2107","ETF1",-2.34828975404618,5.94514391011179,-9.31717087737245,1.17169382116119e-08,8.73100879639465e-07,10.1113770868444
"63","TC1600006658.hg.1","9235","IL32",2.06884442072206,8.17725256870528,9.29354468217592,1.22094710530945e-08,8.85657565209221e-07,10.0704725248452
"64","TC2200008411.hg.1","84164","ASCC2",2.04072501430242,8.04369181420901,9.2907635480457,1.22688493881797e-08,8.85657565209221e-07,10.0656526850928
"65","TC0700013420.hg.1","10095","ARPC1B",-1.70015534122385,8.56759711550225,-9.24781419485179,1.32249556582412e-08,9.39989156016528e-07,9.99109081512249
"66","TC0100015856.hg.1","6283","S100A12",-3.52846491057307,7.99248097921611,-9.23546008888589,1.35140883386512e-08,9.4309053200821e-07,9.96959878956802
"67","TC1200010850.hg.1","9840","TESPA1",2.63736332358503,7.31275826630008,9.22862575930237,1.36768540356169e-08,9.4309053200821e-07,9.95770072701447
"68","TC0300010770.hg.1","64651","CSRNP1",-2.39565103668806,6.15039361682207,-9.21346266496268,1.40452973980191e-08,9.43718452932898e-07,9.93128099077109
"69","TC1200011791.hg.1","10970","CKAP4",-2.08066376540889,7.52767187154398,-9.21137994430002,1.40967051549133e-08,9.43718452932898e-07,9.92764975798731
"70","TC0200008663.hg.1","7850","IL1R2",-3.08588614556563,8.25221613096173,-9.20235511689101,1.43217358176593e-08,9.43718452932898e-07,9.91190833890991
"71","TC0100015236.hg.1","10542","LAMTOR5",-2.19222108774387,6.38350993687025,-9.19519083713867,1.45030325017826e-08,9.43718452932898e-07,9.89940452171122
"72","TC0600007608.hg.1","80739","MPIG6B",-2.1732072014004,6.9663315665616,-9.18530885428313,1.47570269709346e-08,9.46909230634971e-07,9.88214640893516
"73","TC0200012809.hg.1","57162","PELI1",-2.08759222095569,8.05307275745138,-9.13321695236686,1.6174531198793e-08,1.00929908077778e-06,9.79095913058496
"74","TC0100008326.hg.1","348378","SHISAL2A",1.90284733745452,6.90929326212588,9.13118491986752,1.62326141911323e-08,1.00929908077778e-06,9.78739478111298
"75","TC1400006686.hg.1","116173","CMTM5",-2.04207190149143,5.89356784859795,-9.12589892765812,1.63847253373016e-08,1.00929908077778e-06,9.77812016585077
"76","TC0X00009611.hg.1","92745","SLC38A5",2.52487461084879,7.42508792503326,9.08093665460309,1.7740045402011e-08,1.03867233289964e-06,9.6990814349001
"77","TC2000009971.hg.1","55423","SIRPG",2.41115179809286,6.11718219720617,9.0761431955968,1.78912573229367e-08,1.03867233289964e-06,9.6906392589949
"78","TC2000009180.hg.1","51526","OSER1",-1.74258830883189,6.11408275490774,-9.07603817651501,1.78945851579828e-08,1.03867233289964e-06,9.69045426667196
"79","TC1800006508.hg.1","103910","MYL12B",-1.97840005794482,8.09546221949029,-9.07438426393777,1.7947079132634e-08,1.03867233289964e-06,9.68754068762781
"80","TC2000009458.hg.1","4773","NFATC2",2.45371877499147,6.76274892624212,9.0717770990163,1.80301539268864e-08,1.03867233289964e-06,9.68294709535891
"81","TC0100015858.hg.1","6279","S100A8",-4.49304166342472,9.19220122332416,-9.06603541193439,1.82145198231103e-08,1.03867233289964e-06,9.67282757351152
"82","TC0100008105.hg.1","1263","PLK3",-2.21338168684165,5.6853370474597,-9.0592383451007,1.84353098047123e-08,1.03867233289964e-06,9.66084232485207
"83","TC2200007904.hg.1","529","ATP6V1E1",-1.87462950516673,6.10016980958291,-9.02445836527397,1.96094200120758e-08,1.09072701667575e-06,9.59941880610503
"84","TC0800011171.hg.1","7381","UQCRB",-2.64650087687249,4.32656580973623,-9.01812659077703,1.98314003031954e-08,1.09072701667575e-06,9.5882192017759
"85","TC0500012519.hg.1","6678","SPARC",-2.74049671050942,7.59503310474531,-9.0061837752035,2.02572310382516e-08,1.10104008702026e-06,9.56708029053261
"86","TC0100006723.hg.1","9341","VAMP3",-1.91216910885045,6.8610767541359,-8.99465220769288,2.06774216966036e-08,1.11081032835243e-06,9.54665125825223
"87","TC0X00008240.hg.1","10857","PGRMC1",-2.32790121760102,7.41499129515146,-8.97849108118083,2.12816070691287e-08,1.1301267202227e-06,9.51799077596743
"88","TC1000008159.hg.1","6229","RPS24",-2.38922365200713,7.56149333290406,-8.96313202049976,2.18728217625498e-08,1.13607133245021e-06,9.4907203863694
"89","TC0500008684.hg.1","6932","TCF7",2.36315022441478,7.40519581457624,8.96281106341869,2.18853568372443e-08,1.13607133245021e-06,9.49015018311893
"90","TC0600011644.hg.1","6732","SRPK1",-1.77904131405471,5.88133998592065,-8.94212641226069,2.27091541446699e-08,1.16573657942639e-06,9.45337338253652
"91","TC0100009241.hg.1","1901","S1PR1",2.12079575721294,8.49763414162494,8.92723047299948,2.33223204606162e-08,1.17903829413991e-06,9.42685332522989
"92","TC1200007461.hg.1","91523","PCED1B",1.98349170574534,7.60109758682741,8.92349694651513,2.34786846452104e-08,1.17903829413991e-06,9.42020166833979
"93","TC2200008477.hg.1","23598","PATZ1",1.75446550158329,5.11926523853033,8.9148248240786,2.38461010017291e-08,1.18461275944073e-06,9.40474419672366
"94","TC0100010032.hg.1","6280","S100A9",-2.77558561606458,10.1986697985485,-8.903535637281,2.43333675570668e-08,1.1959591288686e-06,9.38460688797542
"95","TC0800009752.hg.1","427","ASAH1",-1.89230913535232,8.35822900210207,-8.88849147908041,2.49988389086127e-08,1.21573300797675e-06,9.35774501640183
"96","TC0300012007.hg.1","131450","CD200R1",2.57183035515898,4.05231403751851,8.84906303576309,2.68341963346788e-08,1.29139569860642e-06,9.28719997900606
"97","TC1200009888.hg.1","51266","CLEC1B",-3.45845242132345,4.33889570720543,-8.81655586222564,2.84524848158923e-08,1.34625531028921e-06,9.22888118937243
"98","TC2000007509.hg.1","5476","CTSA",-1.71599458154783,9.07110694944786,-8.81452425350856,2.85569308243166e-08,1.34625531028921e-06,9.22523170121285
"99","TC0500013238.hg.1","153527","ZMAT2",-1.83994633256591,6.34499746118925,-8.80157544029657,2.92320632340058e-08,1.36416295092027e-06,9.20195797815709
"100","TC0200012854.hg.1","5861","RAB1A",-1.49469751343147,8.97713502986089,-8.78760229536665,2.99792323552608e-08,1.38504053481305e-06,9.17681779361153
"101","TC1000009536.hg.1","3422","IDI1",-2.21245533089825,6.08273973443691,-8.76429084473611,3.1270206887477e-08,1.43037976059548e-06,9.13481766926682
"102","TC1100011602.hg.1","7351","UCP2",1.9028314310516,8.68320953501369,8.71954954703862,3.39122982457171e-08,1.53602762642366e-06,9.05400170007985
"103","TC0900009274.hg.1","10383","TUBB4B",-1.56277101153317,7.64458439285614,-8.7043366444883,3.48626249177176e-08,1.5637410399986e-06,9.02646097558163
"104","TC1200006721.hg.1","338339","CLEC4D",-2.35965276435158,5.80795117772241,-8.69750781212153,3.52981659718048e-08,1.56805314220902e-06,9.01408817735066
"105","TC0200010502.hg.1","150864","FAM117B",2.14909962154168,7.47847904947497,8.65999983658,3.77932771148645e-08,1.66290419305404e-06,8.94601665379514
"106","TC1700012356.hg.1","6154","RPL26",-2.71254224066033,6.67612030649171,-8.64726541954831,3.86814766230782e-08,1.68592850942096e-06,8.9228620908316
"107","TC1200010837.hg.1","53831","GPR84",-2.17682706576725,3.92934341265128,-8.6396370601599,3.92238948257452e-08,1.69359246817704e-06,8.9089811425015
"108","TC0100017072.hg.1","2005","ELK4",1.84867642791466,9.46826587799749,8.61122519243997,4.13146200768113e-08,1.76734763661915e-06,8.85721181296538
"109","TC1500010778.hg.1","3603","IL16",1.45089452080623,7.60587814521395,8.59685402778677,4.24158871495368e-08,1.79781099661339e-06,8.83098421940487
"110","TC0200007132.hg.1","51646","YPEL5",-1.98590929687242,8.16155672061654,-8.58617121100273,4.32542354104873e-08,1.81667788724047e-06,8.81146967810269
"111","TC0800012447.hg.1","51582","AZIN1",-2.00127233013681,8.06484181621039,-8.57185166696315,4.44050508889933e-08,1.84821022619053e-06,8.78528743289258
"112","TC0700008878.hg.1","830","CAPZA2",-1.89770094195352,5.31669318618442,-8.56685687821515,4.48139051668707e-08,1.84857358813342e-06,8.7761482435592
"113","TC1500009514.hg.1","64864","RFX7",2.01545922258928,6.3130696700377,8.55447719844086,4.58441938958321e-08,1.87433783892694e-06,8.75348190659787
"114","TC1400010629.hg.1","55640","FLVCR2",-1.64601232510082,5.29702015850249,-8.52635064747793,4.82774452938185e-08,1.94818537360708e-06,8.70190632098825
"115","TC1700012470.hg.1","3021","H3-3B",-1.60369261230399,9.39862466467711,-8.52392145576229,4.84937917672758e-08,1.94818537360708e-06,8.69744684507824
"116","TC1700009137.hg.1","57521","RPTOR",1.78123531117219,5.69072623250479,8.50082658329982,5.06016153208283e-08,2.01534019639851e-06,8.65500928130048
"117","TC0700011944.hg.1","84124","ZNF394",-1.72027265418737,6.63047777788469,-8.49118094506077,5.1509901581807e-08,2.03398072912776e-06,8.63726350015654
"118","TC0100016166.hg.1","336","APOA2",-1.8902090892887,3.91704952913636,-8.48549963553662,5.20527884581398e-08,2.03799900573395e-06,8.62680521944447
"119","TC0200008556.hg.1","7535","ZAP70",1.80836717759894,6.52398395675127,8.47347497922652,5.32215015707025e-08,2.06624653156845e-06,8.6046553794003
"120","TC0700013383.hg.1","27342","RABGEF1",-2.2113251899969,7.10271347260922,-8.44054211408685,5.65638680427184e-08,2.16768883146921e-06,8.54389037786723
"121","TC0X00008259.hg.1","4694","NDUFA1",-1.45164282572498,4.47068462248917,-8.43855100294599,5.67728027289555e-08,2.16768883146921e-06,8.5402117735648
"122","TC0200009189.hg.1","2995","GYPC",2.3148042728163,8.92179711601606,8.41772452062945,5.9006817522031e-08,2.2345204668179e-06,8.50170194358663
"123","TC1400009104.hg.1","6166","RPL36AL",-2.41903610966849,6.1279752950309,-8.40189922728329,6.07652470478591e-08,2.28240196228544e-06,8.47239986681485
"124","TC0300009661.hg.1","84002","B3GNT5",-2.41637470398343,6.11493318714706,-8.39746172580411,6.12680189739692e-08,2.28272780370756e-06,8.46417721899504
"125","TC0100015265.hg.1","79961","DENND2D",2.40123268800356,7.14500830820804,8.35757795209625,6.59853533452921e-08,2.43001597430895e-06,8.39015136832285
"126","TC1200012571.hg.1","55846","ITFG2",1.55372095440914,7.55182991186658,8.35485177152888,6.63212552396415e-08,2.43001597430895e-06,8.38508347436052
"127","TC1200008184.hg.1","64786","TBC1D15",-1.76431240911697,6.05716570454029,-8.3509978428887,6.67991404193152e-08,2.43001597430895e-06,8.37791738145108
"128","TC1200010968.hg.1","1649","DDIT3",-1.56010236399414,5.08654951596801,-8.3180388364502,7.10348873844031e-08,2.5639154665308e-06,8.31654895827965
"129","TC1000008800.hg.1","9446","GSTO1",-1.68974057366931,5.15074612936353,-8.2967030462017,7.39246241642533e-08,2.64753305146396e-06,8.27674263993203
"130","TC1900006955.hg.1","59286","UBL5",-1.90474838006846,6.16326033868868,-8.28578412493741,7.54504061358331e-08,2.68139135651961e-06,8.25634683367867
"131","TC0600014265.hg.1","1192","CLIC1",-1.97417560097715,8.43406250314376,-8.26199144383161,7.88893560806182e-08,2.74768573212457e-06,8.21184667881118
"132","TC1600008661.hg.1","83716","CRISPLD2",-1.74792561402393,7.41079591478402,-8.26174432464983,7.89259152762183e-08,2.74768573212457e-06,8.21138407406169
"133","TC0Y00006642.hg.1","9087","TMSB4Y",-1.58085237745543,8.52304833923941,-8.26056894291845,7.91000438035862e-08,2.74768573212457e-06,8.2091836551301
"134","TC1000007883.hg.1","5552","SRGN",-2.12076640211022,9.92072156572924,-8.23556714256453,8.28998919624022e-08,2.85819030497238e-06,8.16233282148023
"135","TC1800008035.hg.1","9989","PPP4R1",-1.80960504479315,7.5815027158101,-8.22933103623717,8.38768534318156e-08,2.87045231744436e-06,8.15063352011717
"136","TC1000008351.hg.1","9562","MINPP1",1.94357078840219,4.35419704882544,8.19911569106833,8.87823899048186e-08,2.98064790227457e-06,8.09387154065668
"137","TC1200012417.hg.1","121260","SLC15A4",-1.62734622002632,8.70485662228382,-8.19423803006479,8.96017646909761e-08,2.98064790227457e-06,8.08469660760843
"138","TC0100013384.hg.1","257101","ZNF683",2.25065055082456,4.7319337307809,8.19242915953068,8.9907618074504e-08,2.98064790227457e-06,8.08129326488192
"139","TC0X00009069.hg.1","395","ARHGAP6",-2.04283712730077,4.61235173502061,-8.19055934041515,9.02249151795137e-08,2.98064790227457e-06,8.07777477254098
"140","TC1300009597.hg.1","2841","GPR18",2.02144697015931,6.56951224626425,8.18998468599944,9.03226637052898e-08,2.98064790227457e-06,8.07669333151497
"141","TC0200007895.hg.1","5341","PLEK",-1.87870670606455,8.28313227828053,-8.18254283694985,9.159848610116e-08,2.98911588446489e-06,8.06268439740164
"142","TC0500007668.hg.1","1022","CDK7",-1.79836111223106,5.68387821107968,-8.18095416362762,9.18732587865833e-08,2.98911588446489e-06,8.05969279991156
"143","TC1000011749.hg.1","85450","ITPRIP",-1.59904106972332,6.88385273290853,-8.1686955642163,9.40224282445658e-08,3.03764768174751e-06,8.03659712457371
"144","TC1900006588.hg.1","4616","GADD45B",-1.65917890970382,7.80004138112654,-8.1625490629696,9.51195875572043e-08,3.05175343412697e-06,8.02500903742122
"145","TC1200008182.hg.1","23011","RAB21",-2.19313809108661,7.27851170745989,-8.15843368650414,9.58616012959105e-08,3.05434895163522e-06,8.01724733118524
"146","TC0X00007721.hg.1","84636","GPR174",2.82668859524202,4.81151587454367,8.13451293194538,1.00295057646381e-07,3.17372031730329e-06,7.97208566050459
"147","TC1300008517.hg.1","3146","HMGB1",-1.92445223833629,7.41369346801877,-8.12872493212985,1.0139940641726e-07,3.18683848739959e-06,7.9611461604526
"148","TC0100017761.hg.1","80003","PCNX2",1.78659429681021,5.79588689741114,8.08743537514242,1.09652336170461e-07,3.42293103451032e-06,7.88297267178233
"149","TC1800009284.hg.1","497661","C18orf32",-2.16743422624449,6.01591568336539,-8.08178505741153,1.10834729753199e-07,3.43216730334555e-06,7.87225650866265
"150","TC0100016138.hg.1","6504","SLAMF1",1.63056451947862,5.65952155065632,8.0777115048085,1.11695361082517e-07,3.43216730334555e-06,7.86452802194843
"151","TC0X00011310.hg.1","100529097","RPL36A-HNRNPH2",-1.87424975735724,5.07469370274653,-8.07544646543163,1.12176896711078e-07,3.43216730334555e-06,7.86022971219822
"152","TC0X00009256.hg.1","80311","KLHL15",-1.67013295794002,6.52634135066533,-8.06092452040114,1.15315752742671e-07,3.50499195836277e-06,7.83265482939983
"153","TC1000006652.hg.1","5209","PFKFB3",-2.40925751027489,6.76417704787929,-8.05162235641106,1.17374091711554e-07,3.52394146039451e-06,7.81497608114103
"154","TC1800006656.hg.1","9218","VAPA",-1.90130044907501,7.47296948160709,-8.05121670016513,1.17464715346484e-07,3.52394146039451e-06,7.81420485825613
"155","TC1600006888.hg.1","4261","CIITA",1.67021457229789,7.1943555796852,8.03427235360349,1.21315606759253e-07,3.61598776275966e-06,7.78197027092726
"156","TC1200012758.hg.1","50840","TAS2R14",2.54185334922814,4.37080650004938,8.02775667670417,1.22831032172916e-07,3.63768826050558e-06,7.76956434433571
"157","TC0200010448.hg.1","55437","STRADB",2.75018371202537,9.03906971971183,8.02022082793733,1.24608228184855e-07,3.66681537715942e-06,7.75520863095743
"158","TC1400009998.hg.1","4707","NDUFB1",-2.54580634851282,5.64524609786572,-7.99530794036518,1.30675554363029e-07,3.80855189104264e-06,7.70769357918921
"159","TC0400009936.hg.1","80273","GRPEL1",-1.51054063928776,6.97289321397806,-7.99371591553479,1.31073539107311e-07,3.80855189104264e-06,7.70465425581195
"160","TC0900007977.hg.1","84270","CARD19",-1.65273917487056,6.65536204963463,-7.982132807588,1.34007241824655e-07,3.8694591076869e-06,7.68253039976666
"161","TC0200015424.hg.1","130540","FLACC1",1.6885323042951,4.55080308630987,7.97588870520245,1.3561686020206e-07,3.89161424927651e-06,7.67059634758447
"162","TC0500010869.hg.1","79993","ELOVL7",-2.40808820973908,5.25354130196412,-7.96924684318088,1.37351020399821e-07,3.89707265466309e-06,7.65789611530279
"163","TC1900008166.hg.1","973","CD79A",2.19175506906864,9.03793278047838,7.96663752931347,1.38038573238892e-07,3.89707265466309e-06,7.65290503592785
"164","TC0100016887.hg.1","23528","ZNF281",-1.41237957792496,7.08455513020158,-7.96550673408773,1.38337644018343e-07,3.89707265466309e-06,7.65074176320953
"165","TC0200008268.hg.1","10578","GNLY",1.75710723904187,9.23527203108836,7.94520555231502,1.43822623951969e-07,4.02703347065514e-06,7.61187418452129
"166","TC1500010743.hg.1","5597","MAPK6",-1.69841176528651,5.79781367174057,-7.92193232486945,1.50388808876784e-07,4.1855198615105e-06,7.56724580634148
"167","TC0700013426.hg.1","79037","PVRIG",1.62164588116433,7.56883416266676,7.91417993891542,1.52644365683519e-07,4.21125782739723e-06,7.55236318421289
"168","TC0300014046.hg.1","7555","CNBP",-1.72493501170875,7.89346783975822,-7.91250373761501,1.5313664826899e-07,4.21125782739723e-06,7.54914419929928
"169","TC0500008384.hg.1","1176","AP3S1",-2.22037045742603,5.97762402393522,-7.89853098544688,1.57304855765585e-07,4.30028658956807e-06,7.52229561175235
"170","TC2000009916.hg.1","100527943","TGIF2-RAB5IF",-1.55561695088064,7.88037388102161,-7.8937962080259,1.58743805745003e-07,4.31409636789361e-06,7.51319157835364
"171","TC0600009808.hg.1","5110","PCMT1",-1.56600901109973,6.18830733680934,-7.88460331914702,1.61576698406536e-07,4.36540553589588e-06,7.49550655435821
"172","TC1600007557.hg.1","10308","ZNF267",-1.84628845822099,6.90099845404415,-7.85975279597879,1.69499844496403e-07,4.55284466031036e-06,7.44764078826584
"173","TC0700013605.hg.1","50640","PNPLA8",-2.22204726725646,5.98462073378246,-7.81387826585299,1.8520091250569e-07,4.94582783685715e-06,7.35905326200495
"174","TC0X00007716.hg.1","27334","P2RY10",2.01896720533217,7.02104752715923,7.81067137447304,1.86353359841857e-07,4.94800300269758e-06,7.35284950073182
"175","TC1900011657.hg.1","199675","MCEMP1",-2.74156339493623,6.45919871140598,-7.79906796457264,1.90585661749492e-07,5.03060101602112e-06,7.33039059702717
