"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC0100007634.hg.1",1.56762389824633,4.48603819181962,6.5987238553422,2.14532801799847e-06,2.18795042895209e-05,4.8541875368946
"TC0200009447.hg.1",1.28707520966907,7.57730499911325,6.59443250066916,2.16472616219521e-06,2.20144557544331e-05,4.84513107758915
"TC0200008452.hg.1",-1.5595635760015,6.42551533223268,-6.59354435755515,2.16876333440046e-06,2.20144557544331e-05,4.84325644302843
"TC1700007451.hg.1",2.12641334044657,6.96328761211535,6.59264588027392,2.17285537316482e-06,2.20144557544331e-05,4.84135989092681
"TC1900006890.hg.1",-1.51938855131152,9.52965474934904,-6.59100635809851,2.18034294579034e-06,2.20419790143356e-05,4.8378988313463
"TC0800011334.hg.1",1.94595458688368,7.78035886714007,6.58629600894112,2.20200295244579e-06,2.21804692217039e-05,4.82795325021885
"TC0300012498.hg.1",1.4247980951676,5.21696931505072,6.58594107678345,2.20364402007837e-06,2.21804692217039e-05,4.82720371781768
"TC0100013205.hg.1",1.50209158628477,8.78121547200942,6.58169383614149,2.22337960650101e-06,2.23304647435536e-05,4.81823327921933
"TC1200008488.hg.1",1.74882366587695,9.24150702105777,6.58032873295092,2.22976139390926e-06,2.23459818652078e-05,4.81534959592894
"TC0100017072.hg.1",-1.41209441091696,9.46826587799749,-6.57760481054458,2.2425520315559e-06,2.2425520315559e-05,4.80959477753924
"TC0200007261.hg.1",1.82678067840267,8.18886666606817,6.57642709943846,2.24810554787769e-06,2.24325002833584e-05,4.80710633313576
"TC0300012000.hg.1",1.6378693527641,7.23522795694688,6.56853629826263,2.2856819631907e-06,2.27582988576316e-05,4.79042880427406
"TC1200006604.hg.1",2.18894573094866,6.83607158949536,6.55685907364097,2.34248029624572e-06,2.32736752014091e-05,4.7657336413136
"TC1800009268.hg.1",2.39173077801183,6.28490938747093,6.55349119691594,2.35913031070445e-06,2.33888026511901e-05,4.75860791206816
"TC0100007105.hg.1",1.37092219142837,6.48898327134349,6.54474527195299,2.40293970638931e-06,2.37721230053932e-05,4.74009646509975
"TC1700006653.hg.1",1.64335468005207,6.59055058468244,6.54102890640205,2.42180822609434e-06,2.39075940268287e-05,4.73222747499675
"TC0300009458.hg.1",1.45217002123126,6.54037645356387,6.53071880533889,2.47495686423377e-06,2.43801720954372e-05,4.71038760715667
"TC0600012968.hg.1",2.06661164324303,4.52323275441634,6.52814324355892,2.48842041476461e-06,2.4460643225984e-05,4.70492964910876
"TC0400011395.hg.1",1.31865296582388,5.4224636039918,6.52382375445135,2.51116973638109e-06,2.463185601291e-05,4.69577414887765
"TC1500010093.hg.1",1.56077187368426,6.13128885657567,6.51929778406388,2.53523634152836e-06,2.48152370717395e-05,4.68617840473197
"TC1700010548.hg.1",1.5284422416584,5.35481567021541,6.5159794562831,2.55303214985853e-06,2.49365930916415e-05,4.67914136289211
"TC0500010585.hg.1",2.24300640745517,8.21800897624334,6.51435680400788,2.56178101487818e-06,2.49692579931164e-05,4.67569975241753
"TC0600013193.hg.1",1.24606145460088,6.49676610561406,6.51276136957235,2.57041322448116e-06,2.50006507307431e-05,4.67231553862596
"TC0X00008794.hg.1",-1.87815048615625,8.35592293058003,-6.51164555688766,2.57646819712743e-06,2.50068972074132e-05,4.66994849651256
"TC0700007831.hg.1",1.82143199859265,4.20885855599229,6.50322571645031,2.62263463884802e-06,2.54016185146286e-05,4.652081786579
"TC0300007335.hg.1",1.31694215558587,5.96651480698552,6.49578420413443,2.66414560481536e-06,2.57496918289686e-05,4.63628345156506
"TC1400008193.hg.1",-1.64607806988332,7.79218157980375,-6.49315319385292,2.67898349015195e-06,2.58390474415491e-05,4.63069610698131
"TC2200009278.hg.1",1.45114523475732,5.9589152092075,6.47689906349454,2.77255618239065e-06,2.6678114340098e-05,4.59615826502237
"TC0X00006625.hg.1",-2.19882484636395,6.42043024319848,-6.47605152982578,2.77752662285436e-06,2.6678114340098e-05,4.59435643777291
"TC1500009641.hg.1",-1.96707871007648,6.99558936507667,-6.47145637488301,2.80463545374703e-06,2.68826053865379e-05,4.58458569073285
"TC1100013193.hg.1",-1.77034202538456,7.41301797856086,-6.46069196791833,2.86921075566113e-06,2.74446246193673e-05,4.56168655785063
"TC0800007766.hg.1",1.21190433445477,7.90375941514809,6.45834713544253,2.88347914686979e-06,2.75241191292116e-05,4.55669642229984
"TC0300013934.hg.1",1.54370245055037,6.43010204025733,6.45528218450004,2.90223966566482e-06,2.76460768151989e-05,4.55017271026443
"TC1200010866.hg.1",1.64616469523466,7.76650004783929,6.44574953943723,2.96139577963809e-06,2.81515401274238e-05,4.52987489866147
"TC0100006812.hg.1",1.64787783774955,5.30013299084429,6.4400960940822,2.99706378963926e-06,2.84321041234771e-05,4.51783155530474
"TC1400010619.hg.1",1.97341065919001,8.80952529572547,6.43800912384793,3.01034209684497e-06,2.8499550179147e-05,4.51338472089869
"TC0600013300.hg.1",1.43292141258343,7.70593715965877,6.43632272006647,3.02111602195676e-06,2.85430593485485e-05,4.50979099134276
"TC0200010157.hg.1",-1.26678726910242,7.34365043947464,-6.43352122998867,3.03910168380776e-06,2.86543873044732e-05,4.50382020805898
"TC0200009487.hg.1",1.59433495691013,7.17681792503833,6.42338777652259,3.10508404958751e-06,2.92168804665872e-05,4.48221453362078
"TC0100010241.hg.1",1.86243749047757,8.66746795214768,6.42181049003506,3.11548610275059e-06,2.92551743794873e-05,4.47885040202801
"TC1200006738.hg.1",-2.17107208360602,6.77859821619228,-6.41769196974898,3.14281672396099e-06,2.94074718125711e-05,4.47006467979023
"TC1900009893.hg.1",1.67959953207215,6.5349248946508,6.41744921980058,3.14443529770781e-06,2.94074718125711e-05,4.46954677260256
"TC1000006924.hg.1",1.51227594714668,6.94056667410638,6.40700338742179,3.21490326838717e-06,3.00057638382803e-05,4.44725347823561
"TC1600007528.hg.1",1.35067649864431,7.71497407889134,6.40415408377437,3.23440538126826e-06,3.01127806586887e-05,4.44117014090256
"TC1000006782.hg.1",1.85050656709527,4.77631274052586,6.40342644621117,3.23940519207106e-06,3.01127806586887e-05,4.43961645045721
"TC2100007597.hg.1",1.5302477607584,5.42807993653992,6.3878690555651,3.3482282996352e-06,3.10618769966157e-05,4.40638140508062
"TC0300009471.hg.1",1.30216143179923,5.45795081651978,6.38303574022972,3.3827973116958e-06,3.13196865331355e-05,4.39604981172951
"TC2100007803.hg.1",1.36829654857108,6.89482162720489,6.38084141353268,3.39861262653343e-06,3.14031806691689e-05,4.39135828893337
"TC1700011033.hg.1",-1.67012389518676,8.53517103083843,-6.37915250665504,3.41083698052853e-06,3.14532272455924e-05,4.38774695082703
"TC0800008770.hg.1",1.10849158143404,7.28429837264562,6.37336110720792,3.453099832131e-06,3.17795243514845e-05,4.37536063858322
"TC0200011889.hg.1",1.22340153029992,9.20216623412636,6.36902515373604,3.48509387613989e-06,3.20102061784618e-05,4.36608437581375
"TC0Y00006642.hg.1",1.21824956909856,8.52304833923941,6.36582814355992,3.50887907820074e-06,3.21647248835068e-05,4.35924322776381
"TC1900009636.hg.1",-1.18520849595783,7.1072382481607,-6.36300509787456,3.5300208465475e-06,3.2294448140692e-05,4.35320123825829
"TC1200009375.hg.1",1.90122276158067,7.88933428268834,6.35503532984322,3.59041626844197e-06,3.27820615814267e-05,4.33613861507494
"TC0700011929.hg.1",1.34692225691246,6.24936903284472,6.35257716576026,3.60925805539063e-06,3.28890970727904e-05,4.33087427142275
"TC1700009256.hg.1",1.37788719530852,7.61386068734222,6.34308941658099,3.68294038098718e-06,3.3494457795592e-05,4.31054840971244
"TC0800008546.hg.1",2.15376406935572,5.09960494035164,6.34183705740536,3.69278118742046e-06,3.35179746284529e-05,4.3078646010947
"TC2000009447.hg.1",1.3899300903509,5.3119253066548,6.33849874795216,3.71914533057102e-06,3.36910812298787e-05,4.30070963347581
"TC1100012681.hg.1",1.71726742277215,6.07991003345258,6.33467584314399,3.74957442322003e-06,3.39002619085646e-05,4.29251431822463
"TC1200012571.hg.1",-1.17753930213143,7.55182991186658,-6.33200337328201,3.7709983706726e-06,3.4027368110366e-05,4.28678414752243
"TC1700009528.hg.1",1.72795528205281,7.21482108283723,6.33078074524218,3.78084153802145e-06,3.40496840266259e-05,4.28416235346268
"TC0900006969.hg.1",1.93629847375397,5.76245934182964,6.32984757896593,3.78837207405782e-06,3.40511264244108e-05,4.28216115282051
"TC1200010794.hg.1",-1.25135160264961,6.40535568567896,-6.32554930872762,3.82325823067914e-06,3.42979670402672e-05,4.27294198520497
"TC1700009036.hg.1",-1.14885721950027,6.81407412399584,-6.31877426762424,3.87891879178505e-06,3.47070899342596e-05,4.25840580393024
"TC0700009676.hg.1",-1.20059293417186,6.53806030586105,-6.31817420330793,3.88388863550048e-06,3.47070899342596e-05,4.25711805969274
"TC1900007679.hg.1",-1.22133743657191,5.83362694554699,-6.31677025689799,3.89554197486384e-06,3.47440230190559e-05,4.25410500017272
"TC1900009633.hg.1",-1.65856149839979,6.57938465201145,-6.31024560089073,3.9501729695652e-06,3.51633894400601e-05,4.24009896892019
"TC1000008056.hg.1",1.79129135417195,8.32939603165198,6.30619124919117,3.98451632704559e-06,3.53926176394878e-05,4.2313930910553
"TC0700008870.hg.1",2.08432575223235,3.55643435381089,6.30499088056926,3.99474312475676e-06,3.53926176394878e-05,4.22881515512132
"TC1000012482.hg.1",1.48245259822601,7.81526467688391,6.30450315089972,3.99890614887719e-06,3.53926176394878e-05,4.227767645642
"TC0600007544.hg.1",-1.29739276371248,8.19547350786607,-6.29657359203395,4.06721830591248e-06,3.58573314879526e-05,4.21073296710582
"TC1200008629.hg.1",1.73234249948173,4.13809847514016,6.29647759902279,4.06805258361079e-06,3.58573314879526e-05,4.210526702059
"TC1400010716.hg.1",-1.27462745834016,5.54450618796572,-6.29571383361431,4.07469675999461e-06,3.58573314879526e-05,4.2088855197242
"TC0900012162.hg.1",1.60357698312795,4.37233902912378,6.29395822060272,4.09001158220886e-06,3.59236758741538e-05,4.20511277560338
"TC0600011381.hg.1",1.68700338833222,7.49073790773606,6.28874239521038,4.13586104597423e-06,3.62574535719183e-05,4.19390190609493
"TC1100007790.hg.1",-1.20876417926682,7.90990164819701,-6.28468364551986,4.17190464402679e-06,3.65041656352344e-05,4.18517570786258
"TC1200007826.hg.1",2.42551581739138,7.94449209790763,6.28090046550254,4.20579183133837e-06,3.6731112024165e-05,4.17704013285605
"TC1800007360.hg.1",2.1199933239766,6.20858109482126,6.2750599932803,4.25866344310505e-06,3.70593919317147e-05,4.16447694435364
"TC1700009162.hg.1",-1.12217066198852,7.47973467873516,-6.27497656497327,4.25942361812565e-06,3.70593919317147e-05,4.16429745464313
"TC0200009065.hg.1",1.53776631312521,5.68114230574264,6.27379619530564,4.27019377039629e-06,3.7068703533095e-05,4.16175788579849
"TC1900011251.hg.1",-1.96134301333741,8.71315680800556,-6.27310200458835,4.27654090544148e-06,3.7068703533095e-05,4.16026425170536
"TC0100006729.hg.1",1.17335090682815,6.97710415370441,6.27219603957529,4.28483892777588e-06,3.70710783639037e-05,4.15831487007676
"TC2200009357.hg.1",1.56584512187445,7.3076741766536,6.26978081804116,4.3070416813249e-06,3.71935188181702e-05,4.15311749611173
"TC0700010925.hg.1",-1.38945747736497,5.70426366462374,-6.26710161332791,4.33180958918131e-06,3.73376125037643e-05,4.14735120456717
"TC1700007944.hg.1",-1.39487339994395,6.43121609401184,-6.25995296605566,4.3986142249355e-06,3.78428262927412e-05,4.13196125018827
"TC0100013339.hg.1",-1.82684881120089,7.56468510299647,-6.25642585099178,4.43196460120319e-06,3.8058878173901e-05,4.12436557666983
"TC0700010692.hg.1",2.26732887007337,6.58617585472958,6.2552679692433,4.44296944018936e-06,3.80825952016231e-05,4.12187173278436
"TC0900009882.hg.1",-1.73872904442213,9.38217912727324,-6.25127418267465,4.48114350461168e-06,3.83170606377744e-05,4.11326865063863
"TC1300007491.hg.1",2.02351836465422,5.760557673115,6.2506738048545,4.48691121321124e-06,3.83170606377744e-05,4.11197519646665
"TC2100007797.hg.1",1.79992785914049,7.25866513693482,6.2485886799482,4.50700191914068e-06,3.84176178347416e-05,4.10748265708568
"TC0X00010836.hg.1",1.32334131482156,7.1095319449606,6.24643078105016,4.52789118892213e-06,3.85245990659673e-05,4.10283275642098
"TC0900007663.hg.1",-1.91488620216994,5.23202479019834,-6.24035546652843,4.58723857648872e-06,3.89577982047388e-05,4.08973841552344
"TC0100018246.hg.1",-1.19258595940322,7.71205406487187,-6.23549946882631,4.63524945491688e-06,3.92575460686529e-05,4.07926884163452
"TC1500007510.hg.1",2.13796233158391,4.5511738480503,6.23506921475318,4.63952817174988e-06,3.92575460686529e-05,4.0783410700668
"TC2000010001.hg.1",-1.15795710333794,4.60883919675295,-6.22886740529639,4.70165574196867e-06,3.97105110199182e-05,4.06496536676434
"TC1200011894.hg.1",1.87952287683386,5.16186628991422,6.22627689852574,4.72785907103598e-06,3.98589578616537e-05,4.05937691201052
"TC1700012470.hg.1",1.17088749145687,9.39862466467711,6.22348256401459,4.75629243804182e-06,3.99956352450165e-05,4.05334781921982
"TC0900010886.hg.1",-1.80200075563052,5.45463900766143,-6.22298388281498,4.76138514821625e-06,3.99956352450165e-05,4.05227175732053
"TC0100017836.hg.1",1.41369570296953,8.37853382621073,6.21772077001077,4.81547680531949e-06,4.0376593177089e-05,4.04091307189949
"TC0600008095.hg.1",-1.08590329191913,5.45205306133377,-6.21546087898905,4.83889623202011e-06,4.04994575940814e-05,4.03603480342376
"TC0100013293.hg.1",-1.37974518020129,4.81644437970694,-6.20916171254393,4.90479468812787e-06,4.09767657489164e-05,4.02243393167462
"TC1400010257.hg.1",1.74507759373562,6.25152256737662,6.20796682442938,4.9173986412101e-06,4.10079092461926e-05,4.01985343588793
"TC0100015951.hg.1",-1.09144497174513,6.53815329944189,-6.20455263190225,4.95359603389451e-06,4.12310495455412e-05,4.012479139249
"TC0900011669.hg.1",-1.1902664036012,6.42940374829108,-6.2037631456992,4.9620050968227e-06,4.12310495455412e-05,4.01077372922429
"TC1900009752.hg.1",-1.14732149286986,6.85279696195134,-6.20278775417509,4.97241455236201e-06,4.12433666641157e-05,4.00866663028935
"TC0100010314.hg.1",-1.79690288659266,6.24485710425971,-6.1969899419507,5.03475401543318e-06,4.16685273312994e-05,3.99613945207432
"TC0200012161.hg.1",2.48312423028564,4.5988194720246,6.19634745588065,5.04171142385203e-06,4.16685273312994e-05,3.9947509969708
"TC0X00006446.hg.1",1.88806676935554,6.22115232171929,6.19506012293459,5.05568154432133e-06,4.17093727406509e-05,3.99196883333711
"TC2200009272.hg.1",-1.68614708324804,6.79642514612622,-6.19281108490171,5.08018358341937e-06,4.18368059811007e-05,3.98710776276876
"TC0600014148.hg.1",1.30201415617672,7.43600733402839,6.1871263384432,5.14266116017611e-06,4.22759689679958e-05,3.97481800345835
"TC1900011990.hg.1",-1.32870030535454,9.43305400450629,-6.18576355365179,5.15775564797229e-06,4.23167164337097e-05,3.97187123659655
"TC0900011501.hg.1",1.34404155791924,4.33743440800948,6.18502663980634,5.16593681138793e-06,4.23167164337097e-05,3.97027770424287
"TC1700008757.hg.1",1.35071616620593,5.90862360690175,6.18286560855562,5.19000537663295e-06,4.24386280354765e-05,3.96560422162581
"TC1400009649.hg.1",1.6658669426752,8.3927684683414,6.18003873531969,5.22166379572975e-06,4.25806447374382e-05,3.95948992024385
"TC1900006532.hg.1",-1.7215591886402,10.4855635890579,-6.17967013328951,5.22580639959469e-06,4.25806447374382e-05,3.95869259183054
"TC1500009363.hg.1",1.94707292164626,5.47469975757803,6.17825866509916,5.24170069403416e-06,4.26349598704891e-05,3.95563927174389
"TC2000007083.hg.1",1.74084431915779,3.98732559155404,6.17346196624855,5.29608759368754e-06,4.30016251016457e-05,3.94526113463915
"TC0500011333.hg.1",1.71370598537812,6.99932968914439,6.16882350610584,5.34923170318886e-06,4.33342727465272e-05,3.93522270624826
"TC1900008496.hg.1",1.98610734820267,6.90460976778709,6.16825212506135,5.35581596066386e-06,4.33342727465272e-05,3.93398595848608
"TC0700008141.hg.1",2.05901089127996,7.27939276284069,6.15706955983759,5.48636653831218e-06,4.42628672059237e-05,3.90977346108698
"TC1000009908.hg.1",1.66549389234255,9.39670523569225,6.15678379322667,5.48974521839703e-06,4.42628672059237e-05,3.90915452069088
"TC0300010299.hg.1",1.23993077917026,6.85353742531222,6.1537562933613,5.52567152623096e-06,4.44749171623467e-05,3.90259666828333
"TC1300009249.hg.1",-1.93444129409572,6.26400579303545,-6.1506706446407,5.56253639795335e-06,4.46643799872915e-05,3.89591172015071
"TC0300009306.hg.1",1.29240406909672,5.46541918842647,6.15016961665245,5.56854607633764e-06,4.46643799872915e-05,3.89482615231881
"TC0800012422.hg.1",1.11967665306778,7.07733772458559,6.14171082806583,5.67101941208977e-06,4.54074691227985e-05,3.87649408285225
"TC0400012857.hg.1",1.53373860767826,6.75086820542703,6.13753516568576,5.72231715243764e-06,4.57389364087576e-05,3.86744131723437
"TC0100014250.hg.1",1.36230295786615,7.40905761683163,6.13211911344618,5.7895637179598e-06,4.61965187857932e-05,3.85569628065216
"TC1000007404.hg.1",1.71300032220155,7.10434690873811,6.12389373016975,5.89324729049827e-06,4.68913917350578e-05,3.83785229622031
"TC0800010558.hg.1",-1.64015276081987,6.63945713543697,-6.12360292011773,5.89694774849969e-06,4.68913917350578e-05,3.83722126994308
"TC1400009147.hg.1",2.16165801910336,8.06637196385585,6.12221223316708,5.91467677685402e-06,4.69515579193567e-05,3.83420348979431
"TC0400006951.hg.1",-1.69300211830932,7.59392937281908,-6.11225016757557,6.04328801056935e-06,4.7844106762628e-05,3.81257910514172
"TC0400011548.hg.1",-1.59870208926257,8.41716051992869,-6.11190261151825,6.04782648254864e-06,4.7844106762628e-05,3.81182446013661
"TC0Y00006730.hg.1",3.13869547989541,5.40345999008943,6.11108523616987,6.05851376785108e-06,4.78467241153368e-05,3.81004964422786
"TC0200016464.hg.1",1.30047961700459,4.48280302037604,6.10886535535819,6.087636942079e-06,4.7937034771187e-05,3.80522908125222
"TC1900011817.hg.1",-1.52489175268923,4.79629554426648,-6.10863242225076,6.09070117114432e-06,4.7937034771187e-05,3.80472322322034
"TC0X00007529.hg.1",1.3212064117305,5.55677213045393,6.10480312142267,6.14130315726336e-06,4.81723820988294e-05,3.79640624711003
"TC1000010737.hg.1",1.89854439770153,4.04466585694546,6.10416321042521,6.14980120883207e-06,4.81723820988294e-05,3.79501623393421
"TC1200007053.hg.1",1.74688202062841,3.61908738035596,6.10373654094023,6.15547410982552e-06,4.81723820988294e-05,3.79408939630364
"TC1400009529.hg.1",1.63919555891049,8.58029984269015,6.10322224309588,6.16231923948745e-06,4.81723820988294e-05,3.79297217808503
"TC1200007906.hg.1",1.45542380640017,4.67826447456432,6.10244056050474,6.17273813907078e-06,4.81723820988294e-05,3.79127405482807
"TC0100016135.hg.1",-2.43172321454531,7.91009177575756,-6.10020157856982,6.2026813137809e-06,4.83244311461513e-05,3.78640969836939
"TC1600006888.hg.1",-1.26711144984869,7.1943555796852,-6.09521594369021,6.26989396199523e-06,4.87658419266296e-05,3.7755758841505
"TC0900009654.hg.1",1.4422477197611,7.98415397993987,6.09024238493504,6.33768902340208e-06,4.92102912405338e-05,3.76476536072621
"TC1200011846.hg.1",1.5822450290953,7.58832451934659,6.08863714980081,6.35973041673705e-06,4.92985814183308e-05,3.76127559440817
"TC1400007298.hg.1",1.30173951228211,6.39068385819996,6.08571420134366,6.40006758518819e-06,4.95281612120091e-05,3.75492034447204
"TC1200007895.hg.1",1.1167197828501,8.48673020029362,6.08096215475126,6.46620807136481e-06,4.99563232269321e-05,3.7445859925237
"TC1300009330.hg.1",-1.22220211504068,6.56357170508973,-6.07697589714291,6.52223105526386e-06,5.03050208269099e-05,3.73591494651171
"TC1500009702.hg.1",1.97152500813316,4.02562951216958,6.07318521140924,6.57596768043419e-06,5.06349511393432e-05,3.72766756722378
"TC0400011424.hg.1",1.59757843913464,6.38535288364213,6.07127144698744,6.60326956313399e-06,5.07605746783345e-05,3.7235031510987
"TC0300014043.hg.1",1.5729366134734,5.38448536235247,6.06850743028594,6.64290672455289e-06,5.0980446955871e-05,3.71748779179949
"TC0X00006697.hg.1",1.21851451984237,6.13986576565504,6.05707367526502,6.80948378053247e-06,5.21721642886567e-05,3.6925947906841
"TC1000010292.hg.1",1.22251215345901,3.44748391045094,6.05393866936608,6.85590198736582e-06,5.24408397046856e-05,3.68576671617248
"TC0100016302.hg.1",-1.5521136883154,6.78249405004411,-6.04954198970984,6.92154877542235e-06,5.28554633759525e-05,3.67618875203468
"TC1000008467.hg.1",1.39062048049053,6.30472335631685,6.04696967074872,6.96025483253401e-06,5.30633289212989e-05,3.67058401818535
"TC0500008691.hg.1",1.16607738639046,8.13361901699661,6.04511219035522,6.98834267205176e-06,5.31125902583688e-05,3.6665363364662
"TC1100011192.hg.1",1.35356093678325,7.23416773450916,6.04502203911031,6.98970884785459e-06,5.31125902583688e-05,3.66633987532103
"TC2200009271.hg.1",-1.53021374947858,8.41352736666743,-6.03794746064494,7.09777814851438e-06,5.38180669325979e-05,3.65091969679943
"TC1700010587.hg.1",-1.69984813857277,6.14894806616301,-6.03742358105199,7.10584866426076e-06,5.38180669325979e-05,3.64977758345643
"TC1500007355.hg.1",2.01981335946836,10.0861409782279,6.03561558492086,7.13377376785042e-06,5.39411371644336e-05,3.64583571186167
"TC1100009521.hg.1",1.46811926653756,9.15794900642265,6.03183189763748,7.19257911153909e-06,5.42094753901595e-05,3.63758511213525
"TC1600008007.hg.1",1.55868592155922,8.42507781631537,6.03182228801972,7.1927290939757e-06,5.42094753901595e-05,3.63756415554266
"TC1300009597.hg.1",-1.48809275348277,6.56951224626425,-6.02907572757652,7.23572794503161e-06,5.44447281857427e-05,3.63157403081515
"TC0600014097.hg.1",-1.22317876938907,5.74048966075673,-6.02467452031417,7.30518193818914e-06,5.48779521210306e-05,3.62197335445738
"TC0100010310.hg.1",-1.369261244638,6.71103966159666,-6.023420585843,7.32509480714114e-06,5.49382110535585e-05,3.61923764043488
"TC2000009915.hg.1",1.24769268472984,8.23378958653816,6.01992833396355,7.38084693086214e-06,5.52666334207182e-05,3.61161761145145
"TC1200011311.hg.1",1.74678162273374,8.07608718300208,6.01795672758428,7.41251478870456e-06,5.54139455077914e-05,3.60731497366931
"TC0200010438.hg.1",1.56115192445287,4.97393679834748,6.0153508070885,7.4545850055957e-06,5.56384212049307e-05,3.60162737567031
"TC0200012459.hg.1",1.20717097688345,5.80371252994358,6.01087001359412,7.52749703024665e-06,5.60919939995799e-05,3.59184588879148
"TC1900010746.hg.1",-1.17778455313969,5.52173811375214,-6.00268372309323,7.66260067425643e-06,5.70067876249029e-05,3.57396933467111
"TC0300014047.hg.1",1.3152688386055,4.72379253570242,6.0002666587241,7.70296487942928e-06,5.72149481398123e-05,3.56868965630497
"TC1400010596.hg.1",2.08448245408447,6.18169591306966,5.99827759156926,7.73634525351845e-06,5.73706501946312e-05,3.5643443582795
"TC1500008341.hg.1",1.22164667591329,7.91098375563605,5.98446452886332,7.97228616100336e-06,5.89528280454859e-05,3.53415581293026
"TC0700010716.hg.1",1.84744239921228,5.54628118562347,5.98429540631351,7.97522024424863e-06,5.89528280454859e-05,3.5337860575335
"TC0300009258.hg.1",2.25624140593694,6.02444413587511,5.98102257826472,8.03221872377994e-06,5.92648264926671e-05,3.52662996906773
"TC0800010823.hg.1",1.28154879628961,5.74409085997948,5.98040142605429,8.04308359543339e-06,5.92648264926671e-05,3.52527167056305
"TC0800007419.hg.1",1.27369320239028,6.58635227944646,5.95013062140672,8.59125304126623e-06,6.32031672781051e-05,3.4590234490793
"TC1600006628.hg.1",-1.10711086235136,7.70345555029967,-5.94560586284912,8.67642363444744e-06,6.37282626250353e-05,3.44911189824273
"TC0600011499.hg.1",-1.6965778470886,6.16627165924662,-5.94356575725394,8.71510776698721e-06,6.39107902912396e-05,3.44464225114024
"TC0700009604.hg.1",-1.42865606089993,5.27321958316295,-5.93959333271379,8.7909404930715e-06,6.43647307099688e-05,3.43593774197525
"TC0100016658.hg.1",1.0585816718647,8.90255449859533,5.9382305637557,8.81711105888811e-06,6.44541979304795e-05,3.43295118237558
"TC2200008588.hg.1",-1.64481422896902,5.6734069753912,-5.93057421344569,8.96563587047816e-06,6.5313181619713e-05,3.41616806740927
"TC0600011777.hg.1",2.17180322739441,9.56681149676759,5.9296566697783,8.98360654163273e-06,6.5313181619713e-05,3.41415631658522
"TC1700011363.hg.1",1.43684799181213,5.26689676783473,5.92947859747167,8.98709847733166e-06,6.5313181619713e-05,3.41376587490729
"TC1200008814.hg.1",1.30856304779519,7.85923564361125,5.9291539217228,8.99346883779975e-06,6.5313181619713e-05,3.41305398096261
"TC2000008985.hg.1",2.31822609326833,6.45145775859521,5.92855143478823,9.00530231423315e-06,6.5313181619713e-05,3.41173291798661
"TC0300006669.hg.1",2.14512459139939,3.54255430000913,5.92471867247321,9.08095655710561e-06,6.57586509307647e-05,3.40332791854677
"TC0300013635.hg.1",1.22951814929751,7.44058971299411,5.9233047041666,9.10903091951085e-06,6.58587212020973e-05,3.40022675637301
"TC0100018568.hg.1",1.34034647145542,5.96488202276734,5.91924316760274,9.19016876336322e-06,6.63415307605282e-05,3.39131759806122
"TC1700010190.hg.1",1.66188985983028,4.82099634280881,5.91748797763515,9.2254613708126e-06,6.6467726587664e-05,3.38746693324847
"TC0100007676.hg.1",-1.56833594203239,7.78168167533846,-5.91671046588064,9.24113962604763e-06,6.6467726587664e-05,3.38576105923649
"TC0300006784.hg.1",1.34223571769754,8.55178748126841,5.91623150515514,9.25081129780691e-06,6.6467726587664e-05,3.3847101771789
"TC0100013384.hg.1",-1.62484605023967,4.7319337307809,-5.9144837730828,9.28619143039544e-06,6.66183298267499e-05,3.38087527861164
"TC0300007083.hg.1",1.80404987507872,5.01513513872375,5.90820665096903,9.4144100128649e-06,6.74334484642416e-05,3.36709907882132
"TC1100007394.hg.1",1.42578850830231,7.53387086444293,5.90657755306253,9.44798219958451e-06,6.75691606224156e-05,3.36352302181513
"TC1200007137.hg.1",1.45208100773279,5.68397394668754,5.89983222909937,9.58830013749399e-06,6.84666872260004e-05,3.34871307424193
"TC1600011478.hg.1",-1.13999044674915,3.29921184690944,-5.89813266438756,9.62399068334301e-06,6.86154891312419e-05,3.34498072273472
"TC0100011665.hg.1",1.28171663951179,6.51099852609947,5.89510294688864,9.68795233964744e-06,6.89650844517275e-05,3.33832646519505
"TC0200008005.hg.1",1.72646695857689,7.07639139329545,5.89270349266113,9.73891735161378e-06,6.91839906416603e-05,3.33305574074816
"TC1700009539.hg.1",-1.11992683445986,10.5583824048852,-5.89197772325394,9.75438695045328e-06,6.91839906416603e-05,3.33146136299711
"TC0X00010837.hg.1",-1.61248381072747,9.14047231778319,-5.89154472878349,9.76362811652868e-06,6.91839906416603e-05,3.33051012807157
"TC0X00007709.hg.1",1.36370380054153,6.97138547053694,5.89032308466002,9.7897494129146e-06,6.92628518953529e-05,3.32782621454552
"TC0800008321.hg.1",1.63304068660404,4.05234664971595,5.88796744908398,9.84032023438882e-06,6.94716600856713e-05,3.32265048455045
"TC0100010546.hg.1",1.89279246969147,5.88716918855219,5.88754873941296,9.84933709006812e-06,6.94716600856713e-05,3.32173044335889
"TC0200007067.hg.1",1.08941595510333,6.72702430560109,5.88502301335625,9.90390817342054e-06,6.97500850018337e-05,3.31618018548193
"TC2200008067.hg.1",-0.974097005959923,6.15245980938288,-5.87712330035496,1.00765991821746e-05,7.08582773541045e-05,3.2988160313187
"TC0100007398.hg.1",1.26982133542479,8.86814477701712,5.87431607342017,1.01387069772279e-05,7.1181882498247e-05,3.29264385741087
