"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC0100011001.hg.1",3.19592022444239,7.67001139773887,10.60578717856,1.36912514044773e-09,1.4981099465618e-07,12.2273732827857
"TC0600007012.hg.1",2.86251910910565,6.03474856018204,10.5943378864164,1.39434475545795e-09,1.4981099465618e-07,12.2092443554308
"TC0400012432.hg.1",3.14717184098726,5.90594382749211,10.5200393667675,1.57022194668836e-09,1.64873304402278e-07,12.0912263689206
"TC0600011386.hg.1",2.84587697068041,8.13579582841592,10.4404939959923,1.78436684602656e-09,1.8319499619206e-07,11.9641542899448
"TC0500012519.hg.1",3.17125718152249,7.59503310474531,10.421805968859,1.83895915359838e-09,1.84695462817925e-07,11.9341920267862
"TC1200012270.hg.1",1.8731254692631,7.33476970637355,10.4062423834185,1.88575192871147e-09,1.85365402354191e-07,11.9092075208291
"TC1400006686.hg.1",2.30903106431813,5.89356784859795,10.3189236864776,2.17231811466596e-09,2.09085618536599e-07,11.768498528037
"TC2000009180.hg.1",1.97478049850876,6.11408275490774,10.2853801462247,2.29415443225426e-09,2.15500705674074e-07,11.7142028180088
"TC0200009964.hg.1",2.617580183786,6.42357166322319,10.2752694494602,2.33225871941638e-09,2.15500705674074e-07,11.6978105282403
"TC0500010869.hg.1",3.09894985345447,5.25354130196412,10.2555613357261,2.40844042067226e-09,2.18176367519723e-07,11.665822809883
"TC0400009088.hg.1",2.77210628200744,6.27299373527147,10.2368777395385,2.48305765222862e-09,2.20550120006182e-07,11.635454801312
"TC0X00008259.hg.1",1.75902438030489,4.47068462248917,10.2253920079928,2.53012042431335e-09,2.20550120006182e-07,11.6167652047414
"TC1700010630.hg.1",-2.498077442481,8.88210442682921,-10.2010429075151,2.63299020492951e-09,2.2526693975508e-07,11.5770916650963
"TC0500007668.hg.1",2.23664777936847,5.68387821107968,10.1747712618698,2.74888317715544e-09,2.30070465974701e-07,11.5342052087407
"TC0300013960.hg.1",2.00861207475964,5.99348801509291,10.1660035643179,2.78873292090546e-09,2.30070465974701e-07,11.5198740097525
"TC0200010362.hg.1",1.96339407779205,6.91106048525578,10.1520548570376,2.8533755579995e-09,2.31273597858907e-07,11.4970550030623
"TC0100009241.hg.1",-2.4058145511945,8.49763414162494,-10.1269822427566,2.97352430581821e-09,2.36856591256554e-07,11.4559787440362
"TC2200008859.hg.1",2.5714868349721,5.76378081420541,10.0998937196916,3.10927349109511e-09,2.40782248534536e-07,11.411513893549
"TC0100006723.hg.1",2.14639757385697,6.8610767541359,10.0964394764675,3.1270421887602e-09,2.40782248534536e-07,11.4058374486086
"TC0900008441.hg.1",1.94061628702234,6.4574064353736,10.0246866221342,3.521069399922e-09,2.62730324792723e-07,11.2875945057999
"TC1600006658.hg.1",-2.23142364406919,8.17725256870528,-10.0238737786687,3.52581821150408e-09,2.62730324792723e-07,11.2862513940551
"TC0X00008002.hg.1",2.59274464234203,6.2871279664147,9.9453634111926,4.01744676474489e-09,2.94612762747959e-07,11.156141009383
"TC0100008152.hg.1",2.03062196141041,4.44575654376047,9.90288157928133,4.3127392577043e-09,3.10173012959127e-07,11.0854214852265
"TC0X00011309.hg.1",2.42345006695934,6.78070913538224,9.89582940483016,4.36390602648123e-09,3.10173012959127e-07,11.0736601086025
"TC1500009056.hg.1",-2.28514588143597,6.8301987111755,-9.87930744105172,4.48627105869232e-09,3.14038974108462e-07,11.0460811922526
"TC1200009881.hg.1",2.80417276801859,7.36518236253682,9.85154317592783,4.70000955684865e-09,3.19430877912652e-07,10.9996599831665
"TC1000009536.hg.1",2.48687076939213,6.08273973443691,9.8513440754423,4.70158002122519e-09,3.19430877912652e-07,10.9993267457103
"TC1800008035.hg.1",2.16274818910584,7.5815027158101,9.83527916623864,4.83011476619858e-09,3.2340768434547e-07,10.9724224084339
"TC0200010214.hg.1",2.2137451586663,5.15974592290643,9.81304763868407,5.01405249879914e-09,3.30927464920743e-07,10.9351376351965
"TC0100014846.hg.1",2.28113779335546,5.94430350429715,9.80063346063792,5.11992303344358e-09,3.30966641970693e-07,10.91429083481
"TC0X00008240.hg.1",2.53825046684941,7.41499129515146,9.7897879025537,5.21432061052879e-09,3.30966641970693e-07,10.896062422815
"TC0100017110.hg.1",-2.77258823437798,8.89536941038932,-9.78805625145773,5.22955949434212e-09,3.30966641970693e-07,10.8931506307317
"TC0800008801.hg.1",2.44796589513634,7.84262119512958,9.76600023994117,5.42776404244383e-09,3.38487293698968e-07,10.8560303674709
"TC1400008683.hg.1",1.84126419916022,7.54416299262041,9.75871650011987,5.49492359900922e-09,3.38487293698968e-07,10.8437584576257
"TC2200008637.hg.1",-2.48074231250293,7.49878868266407,-9.71938346009256,5.87284627807075e-09,3.5582714295717e-07,10.7773737401034
"TC0700006980.hg.1",2.12469600035183,6.13930800989897,9.70448922100618,6.02293004174633e-09,3.5582714295717e-07,10.7521851160176
"TC0600007608.hg.1",2.2956603598676,6.9663315665616,9.70287113733597,6.03947358804293e-09,3.5582714295717e-07,10.7494469881101
"TC1200012803.hg.1",1.96546545156676,7.6885362634151,9.69849143117579,6.08449010684339e-09,3.5582714295717e-07,10.7420339780156
"TC0400007839.hg.1",2.20304860571786,9.14687519738079,9.68767291998146,6.19719068338339e-09,3.57887761965391e-07,10.7237124130332
"TC0800007738.hg.1",2.40121314898884,9.40162970437583,9.67411407434508,6.34151388531915e-09,3.61701162347833e-07,10.7007291610268
"TC0X00011308.hg.1",2.59428758312606,4.87663563331514,9.64739281243814,6.63627449388253e-09,3.73897416606552e-07,10.6553667305546
"TC1600008005.hg.1",-3.12315618540524,6.60667892953415,-9.61127069234074,7.05757797039417e-09,3.91441695514385e-07,10.5939017669806
"TC0800011171.hg.1",2.81606757456914,4.32656580973623,9.59593631635533,7.24475690630893e-09,3.91441695514385e-07,10.5677590030321
"TC0700008745.hg.1",3.63259948051618,7.13081472907188,9.59578697143137,7.24660507590402e-09,3.91441695514385e-07,10.5675042461485
"TC0100015265.hg.1",-2.75605979064089,7.14500830820804,-9.59256662463241,7.28657701606863e-09,3.91441695514385e-07,10.5620101970906
"TC0700013441.hg.1",2.83420735202225,7.81596525647362,9.58519693443182,7.37891765534082e-09,3.91845972042237e-07,10.5494322380533
"TC1100009200.hg.1",-2.30893286007163,9.29022546456353,-9.57362960972043,7.52631710998629e-09,3.92468331179707e-07,10.529676204697
"TC0200008556.hg.1",-2.04259082571052,6.52398395675127,-9.57097787930227,7.56053711579955e-09,3.92468331179707e-07,10.5251448730522
"TC1000012011.hg.1",2.51911948299223,7.19457404733102,9.52528044279452,8.17638330655051e-09,4.16827266798531e-07,10.4469155689824
"TC1000007883.hg.1",2.45226464182993,9.92072156572924,9.52287347113381,8.21023404300137e-09,4.16827266798531e-07,10.4427877049581
"TC1700012356.hg.1",2.96754754893411,6.67612030649171,9.4601923303198,9.14508151358536e-09,4.57998280758743e-07,10.335031330918
"TC0300010770.hg.1",2.45858360929407,6.15039361682207,9.45549579050384,9.21944591137729e-09,4.57998280758743e-07,10.3269371684061
"TC0X00011139.hg.1",2.21579156962858,5.68954102655838,9.38603988327123,1.03957276543685e-08,5.10938954927472e-07,10.206904042528
"TC0800009752.hg.1",1.99268689217733,8.35822900210207,9.35998253704764,1.08763934512913e-08,5.25735711785374e-07,10.1617117830638
"TC0400011012.hg.1",2.42009079549044,9.12957293720749,9.35145285375251,1.10387120281678e-08,5.25735711785374e-07,10.1468993920944
"TC0100008625.hg.1",2.48076583481587,6.7074764221562,9.34724077695813,1.11197945866772e-08,5.25735711785374e-07,10.1395813609063
"TC0100014349.hg.1",2.24369333779822,4.60649907962428,9.33981469071921,1.12642592226469e-08,5.25735711785374e-07,10.1266737500182
"TC1300007161.hg.1",1.63778660369513,5.47964271168041,9.3397377972479,1.12657652525437e-08,5.25735711785374e-07,10.1265400607731
"TC0100018257.hg.1",1.79066203045404,7.33724106887547,9.30507981169684,1.19663639146574e-08,5.52846012857171e-07,10.0662048010729
"TC0600011770.hg.1",1.90262024536942,6.899268802134,9.27018088772347,1.27177407140412e-08,5.81742198998715e-07,10.0052928266437
"TC0100008105.hg.1",2.26245164934174,5.6853370474597,9.26007875528218,1.29442766463306e-08,5.86299589274973e-07,9.98763123348155
"TC0300013896.hg.1",2.06385342001452,7.91948245367796,9.25342242668717,1.30958319798927e-08,5.87405279098101e-07,9.97598670226009
"TC0600011644.hg.1",1.83982550275758,5.88133998592065,9.24765045768545,1.32287453663094e-08,5.87661573003358e-07,9.96588459906174
"TC0600013203.hg.1",2.56112215092283,6.01786811584913,9.23320928299364,1.3567469682429e-08,5.96968666026876e-07,9.94059065754554
"TC0100015858.hg.1",4.57259759347225,9.19220122332416,9.22656294162805,1.3726381379269e-08,5.982630374738e-07,9.92894036409988
"TC0200016454.hg.1",1.87430934941733,3.97539826491338,9.21314985494351,1.40530060245761e-08,6.0677465264992e-07,9.90541119446996
"TC2000007251.hg.1",2.99285492328412,8.2959606482309,9.20196382359073,1.43315766468842e-08,6.13073001005601e-07,9.88577077567867
"TC0500013238.hg.1",1.92246889492344,6.34499746118925,9.19633073574232,1.44740277585761e-08,6.13486314170839e-07,9.87587402698343
"TC0500012179.hg.1",2.3156584857229,5.94514391011179,9.18770171693795,1.46951023542911e-08,6.17194298880227e-07,9.86070570667816
"TC1500010743.hg.1",1.96752908861498,5.79781367174057,9.17718106161999,1.49693988795896e-08,6.23050656069403e-07,9.8421990596162
"TC0400009217.hg.1",2.61737642942134,6.61848308112948,9.16020944598394,1.54231610389916e-08,6.36205392858404e-07,9.81231417770457
"TC0700009675.hg.1",-1.93956475379014,5.56428269636193,-9.15177343671981,1.56540090950151e-08,6.40013469194422e-07,9.79744540543703
"TC1800008580.hg.1",2.29266479265434,6.60395501306433,9.1460631195346,1.58123061692785e-08,6.40814513176022e-07,9.78737547673897
"TC0200012809.hg.1",2.07830771036234,8.05307275745138,9.09259721413717,1.73777282075636e-08,6.89195019209814e-07,9.69288296927718
"TC1200010837.hg.1",2.29078730312386,3.92934341265128,9.09193531826879,1.7398087273896e-08,6.89195019209814e-07,9.6917108217313
"TC1900011657.hg.1",3.19540448733939,6.45919871140598,9.09013332213679,1.74536400968719e-08,6.89195019209814e-07,9.6885193854819
"TC0100015236.hg.1",2.16347830604317,6.38350993687025,9.07463029495352,1.79392601643906e-08,7.02367643724445e-07,9.66104501752258
"TC0300009661.hg.1",2.60636663090282,6.11493318714706,9.0577276737497,1.84847578987309e-08,7.17643541950731e-07,9.63105426260874
"TC0700013426.hg.1",-1.85477502221283,7.56883416266676,-9.05192893374396,1.86758492381718e-08,7.19020195669614e-07,9.62075674191033
"TC0300013051.hg.1",1.69563613825355,7.0957906240742,9.01595324875301,1.99081944032564e-08,7.53523619830036e-07,9.55677131414969
"TC1200009888.hg.1",3.5351514929955,4.33889570720543,9.01208310030708,2.00457106089666e-08,7.53523619830036e-07,9.5498777921165
"TC0700013605.hg.1",2.56149053787682,5.98462073378246,9.00753802002438,2.0208470290576e-08,7.53523619830036e-07,9.54177955299515
"TC1500006925.hg.1",2.04843199639949,6.78672220687319,9.00435150711416,2.03233981466445e-08,7.53523619830036e-07,9.53610032638657
"TC0200008806.hg.1",1.9022156920368,7.30829402770478,9.00258112458909,2.03875438265702e-08,7.53523619830036e-07,9.53294444674188
"TC0700006836.hg.1",2.4962625577297,5.82604284308831,8.94475574671088,2.26026733492843e-08,8.23689563173074e-07,9.42963707141313
"TC2000007925.hg.1",2.49122423950968,8.53515449322833,8.94273349522072,2.26845227621399e-08,8.23689563173074e-07,9.42601622029488
"TC1200012417.hg.1",1.77532920735075,8.70485662228382,8.93938236850606,2.28208363822843e-08,8.23689563173074e-07,9.4200148173035
"TC2200008477.hg.1",-1.75638696328587,5.11926523853033,-8.92458819330369,2.34328696833482e-08,8.39223704938517e-07,9.39350269007504
"TC1300008793.hg.1",2.73539335548214,7.14302344762953,8.91401439815732,2.38807406367111e-08,8.48684782627734e-07,9.37453595093516
"TC0700008351.hg.1",3.5685869957155,4.81471134826358,8.9006089141843,2.44613724580745e-08,8.58634012123501e-07,9.35046851369652
"TC1400009998.hg.1",2.83246934330429,5.64524609786572,8.89559594530476,2.46822507169476e-08,8.58634012123501e-07,9.34146237871953
"TC0700011383.hg.1",2.6119989997079,4.61649785073154,8.89478329681932,2.47182518641614e-08,8.58634012123501e-07,9.34000208634159
"TC1200011321.hg.1",1.88056090996727,8.64906835143833,8.8717544907451,2.57614612237217e-08,8.88193663086525e-07,9.2985838349631
"TC1900007096.hg.1",2.04775454817865,7.47856541221017,8.86267251739275,2.61853608076026e-08,8.9439679863007e-07,9.28223011592706
"TC2000009458.hg.1",-2.39559070147531,6.76274892624212,-8.85686863782327,2.6460045716988e-08,8.9439679863007e-07,9.27177343488982
"TC0400008359.hg.1",3.25470161633646,7.0396454922966,8.85556497054556,2.65221561498527e-08,8.9439679863007e-07,9.26942403786797
"TC0700013383.hg.1",2.31683536571928,7.10271347260922,8.84327034495852,2.7115411332616e-08,9.07776814178885e-07,9.24725619644115
"TC0200016662.hg.1",2.54047224831897,6.95044538596657,8.83786853030075,2.73804099066764e-08,9.07944619132102e-07,9.23751007093245
"TC0100009339.hg.1",1.59574599169104,6.89446978328128,8.83517657216905,2.75134733070334e-08,9.07944619132102e-07,9.23265170073519
"TC0600007598.hg.1",2.34125994989066,9.46252554394092,8.8228322280545,2.81323133218297e-08,9.21782181183356e-07,9.21036058593148
"TC1900008881.hg.1",3.02965383317737,7.3862408438562,8.79876773742703,2.93806277917502e-08,9.53622097197941e-07,9.16684698755057
"TC1400009104.hg.1",2.53256303066525,6.1279752950309,8.7962057636703,2.95168744370791e-08,9.53622097197941e-07,9.16220984643647
"TC1200010968.hg.1",1.6471753188833,5.08654951596801,8.78228800181788,3.0268580151147e-08,9.71116946515967e-07,9.13700352349558
"TC0800012447.hg.1",2.04543636764989,8.06484181621039,8.76101511707209,3.14561893270059e-08,1.00225927372943e-06,9.0984262918969
"TC1200009580.hg.1",-1.75614467281417,7.18422185513668,-8.74772410967061,3.22226667463205e-08,1.01359511481452e-06,9.07429298327891
"TC0400012945.hg.1",2.03061113847614,8.72930081543539,8.74724332954924,3.22507536531891e-08,1.01359511481452e-06,9.07341955697223
"TC1200009829.hg.1",3.35312582115774,7.9480875140215,8.73747639896159,3.28268712238201e-08,1.02002644832782e-06,9.05566940149203
"TC1500010237.hg.1",2.58740335402357,4.69409897872823,8.73349804840366,3.30645947450036e-08,1.02002644832782e-06,9.04843558584421
"TC0900008463.hg.1",2.78840911255251,6.03753012962246,8.73261268491236,3.31177418288254e-08,1.02002644832782e-06,9.04682544468128
"TC1000006652.hg.1",2.6003395723456,6.76417704787929,8.69020938843908,3.57699095155664e-08,1.08880789730993e-06,8.96958660226982
"TC1600007557.hg.1",2.04117737515757,6.90099845404415,8.68940576974732,3.58222511669067e-08,1.08880789730993e-06,8.96812045337092
"TC0300010123.hg.1",1.88933768291122,5.85566994432492,8.68303770772359,3.62398414863842e-08,1.09319081282681e-06,8.95649927485085
"TC0300011124.hg.1",-2.53406000446971,6.73861759092417,-8.68001696277561,3.64396937608937e-08,1.09319081282681e-06,8.95098476054168
"TC0100007943.hg.1",1.57880480271981,6.62858031685647,8.66259094388201,3.76151605828674e-08,1.12117446382482e-06,8.9191487434001
"TC1900010856.hg.1",2.40371783567937,7.20736235924041,8.6391353159444,3.92598472739228e-08,1.16269547695848e-06,8.87623248512589
"TC1200008255.hg.1",1.68631161801253,5.03011187839097,8.61936478606856,4.07040898731447e-08,1.19778914148999e-06,8.840001137703
"TC0900012024.hg.1",-1.92202395607401,6.25257592596517,-8.61555155461353,4.09889358429198e-08,1.19853723793854e-06,8.83300696439159
"TC0900007977.hg.1",1.78131197089589,6.65536204963463,8.60309293785027,4.19341005181413e-08,1.21846254335731e-06,8.81014186150939
"TC1200012583.hg.1",-2.02733292742374,6.79053552082215,-8.59342791921843,4.26829022567854e-08,1.23246880266468e-06,8.79238935907061
"TC1800006508.hg.1",1.8711502004391,8.09546221949029,8.58245826780205,4.35496268022118e-08,1.24968494301999e-06,8.77222523377509
"TC0500009690.hg.1",1.97506904954088,6.15640862869572,8.57366436440095,4.42576298233799e-08,1.25454261985248e-06,8.75604875759003
